job,step,machine,start,end
Job14,Step 16,Machine12,603,606
Job14,Step 17,Machine5,606,608
Job14,Step 18,Machine19,608,609
Job14,Step 19,Machine4,609,610
Job14,Step 20,Machine0,610,612
Job15,Step 1,Machine11,612,614
Job15,Step 2,Machine19,614,616
Job15,Step 3,Machine16,616,617
Job15,Step 4,Machine3,618,621
Job15,Step 5,Machine0,621,625
Job15,Step 6,Machine5,625,626
Job15,Step 7,Machine17,626,628
Job15,Step 8,Machine9,629,632
Job15,Step 9,Machine15,632,633
Job15,Step 10,Machine10,633,635
Job15,Step 11,Machine14,635,636
Job15,Step 12,Machine13,636,639
Job15,Step 13,Machine8,639,641
Job15,Step 14,Machine6,641,644
Job15,Step 15,Machine7,644,645
Job15,Step 16,Machine4,645,647
Job15,Step 17,Machine2,647,648
Job15,Step 18,Machine18,649,650
Job15,Step 19,Machine12,650,652
Job15,Step 20,Machine1,653,655
Job16,Step 1,Machine11,655,657
Job16,Step 2,Machine5,658,661
Job16,Step 3,Machine10,662,664
Job16,Step 4,Machine7,664,667
Job16,Step 5,Machine2,667,668
Job16,Step 6,Machine1,669,670
Job16,Step 7,Machine9,670,672
Job16,Step 8,Machine15,672,673
Job16,Step 9,Machine0,673,675
Job16,Step 10,Machine13,675,678
Job16,Step 11,Machine19,678,680
Job16,Step 12,Machine8,681,683
Job16,Step 13,Machine3,684,684
Job16,Step 14,Machine14,684,687
Job16,Step 15,Machine4,687,690
Job16,Step 16,Machine6,691,694
Job16,Step 17,Machine12,694,696
Job16,Step 18,Machine16,696,697
Job16,Step 19,Machine18,698,699
Job16,Step 20,Machine17,700,703
Job17,Step 1,Machine14,703,704
Job17,Step 2,Machine1,704,706
Job17,Step 3,Machine8,706,709
Job17,Step 4,Machine12,709,712
Job17,Step 5,Machine5,712,715
Job17,Step 6,Machine11,716,719
Job17,Step 7,Machine10,719,722
Job17,Step 8,Machine6,722,726
Job17,Step 9,Machine7,726,729
Job17,Step 10,Machine3,729,731
Job17,Step 11,Machine17,731,733
Job17,Step 12,Machine4,733,735
Job17,Step 13,Machine18,735,737
Job17,Step 14,Machine15,737,740
Job17,Step 15,Machine0,741,743
Job17,Step 16,Machine16,744,746
Job17,Step 17,Machine13,747,750
Job17,Step 18,Machine9,750,751
Job17,Step 19,Machine2,751,752
Job17,Step 20,Machine19,752,756
Job18,Step 1,Machine18,756,758
Job18,Step 2,Machine0,758,760
Job18,Step 3,Machine13,760,763
Job18,Step 4,Machine9,763,765
Job18,Step 5,Machine7,765,766
Job18,Step 6,Machine14,766,767
Job18,Step 7,Machine1,767,768
Job18,Step 8,Machine4,768,771
Job18,Step 9,Machine17,771,772
Job18,Step 10,Machine16,772,774
Job18,Step 11,Machine5,774,776
Job18,Step 12,Machine10,777,778
Job18,Step 13,Machine15,778,781
Job18,Step 14,Machine11,781,785
Job18,Step 15,Machine3,785,788
Job18,Step 16,Machine6,788,791
Job18,Step 17,Machine2,791,793
Job18,Step 18,Machine12,794,797
Job18,Step 19,Machine8,797,799
Job18,Step 20,Machine19,799,800
Job19,Step 1,Machine1,800,801
Job19,Step 2,Machine10,801,804
Job19,Step 3,Machine9,804,805
Job19,Step 4,Machine5,805,808
Job19,Step 5,Machine4,808,810
Job19,Step 6,Machine16,810,814
Job19,Step 7,Machine19,814,815
Job19,Step 8,Machine0,815,816
Job19,Step 9,Machine18,817,817
Job19,Step 10,Machine6,817,818
Job19,Step 11,Machine13,818,819
Job19,Step 12,Machine3,819,822
Job19,Step 13,Machine12,822,823
Job19,Step 14,Machine2,823,826
Job19,Step 15,Machine17,826,827
Job19,Step 16,Machine11,827,829
Job19,Step 17,Machine8,829,832
Job19,Step 18,Machine15,832,833
Job19,Step 19,Machine14,833,834
Job19,Step 20,Machine7,834,837
Job20,Step 1,Machine14,837,840
Job20,Step 2,Machine10,840,842
Job20,Step 3,Machine13,842,843
Job20,Step 4,Machine0,843,845
Job20,Step 5,Machine2,845,847
Job20,Step 6,Machine1,847,850
Job20,Step 7,Machine16,850,853
Job20,Step 8,Machine8,853,856
Job20,Step 9,Machine3,856,858
Job20,Step 10,Machine12,858,859
Job20,Step 11,Machine11,859,862
Job20,Step 12,Machine17,862,865
Job20,Step 13,Machine18,865,868
Job20,Step 14,Machine19,868,871
Job20,Step 15,Machine9,872,873
Job20,Step 16,Machine15,873,875
Job20,Step 17,Machine5,875,877
Job20,Step 18,Machine6,877,878
Job20,Step 19,Machine7,879,881
Job20,Step 20,Machine4,881,884
