job,step,machine,start,end
Job10,Step 9,Machine8,654,662
Job10,Step 10,Machine6,663,672
Job11,Step 1,Machine3,672,678
Job11,Step 2,Machine4,679,689
Job11,Step 3,Machine0,690,690
Job11,Step 4,Machine2,691,697
Job11,Step 5,Machine1,698,703
Job11,Step 6,Machine8,703,708
Job11,Step 7,Machine7,708,711
Job11,Step 8,Machine9,712,720
Job11,Step 9,Machine5,722,732
Job11,Step 10,Machine6,733,739
Job12,Step 1,Machine2,739,741
Job12,Step 2,Machine0,742,744
Job12,Step 3,Machine3,744,748
Job12,Step 4,Machine4,750,760
Job12,Step 5,Machine1,761,768
Job12,Step 6,Machine7,769,778
Job12,Step 7,Machine6,778,778
Job12,Step 8,Machine5,778,787
Job12,Step 9,Machine8,787,797
Job12,Step 10,Machine9,797,804
Job13,Step 1,Machine4,804,806
Job13,Step 2,Machine1,808,817
Job13,Step 3,Machine2,817,817
Job13,Step 4,Machine0,819,829
Job13,Step 5,Machine3,830,835
Job13,Step 6,Machine9,835,839
Job13,Step 7,Machine7,840,847
Job13,Step 8,Machine5,848,854
Job13,Step 9,Machine8,854,861
Job13,Step 10,Machine6,862,871
Job14,Step 1,Machine0,871,872
Job14,Step 2,Machine1,873,880
Job14,Step 3,Machine4,880,890
Job14,Step 4,Machine3,890,899
Job14,Step 5,Machine2,900,903
Job14,Step 6,Machine9,903,907
Job14,Step 7,Machine5,908,911
Job14,Step 8,Machine6,912,919
Job14,Step 9,Machine7,919,929
Job14,Step 10,Machine8,930,931
Job15,Step 1,Machine4,931,931
Job15,Step 2,Machine3,931,932
Job15,Step 3,Machine0,933,935
Job15,Step 4,Machine1,935,939
Job15,Step 5,Machine2,940,951
Job15,Step 6,Machine6,951,953
Job15,Step 7,Machine9,955,963
Job15,Step 8,Machine8,964,971
Job15,Step 9,Machine5,971,980
Job15,Step 10,Machine7,980,985
Job16,Step 1,Machine2,985,991
Job16,Step 2,Machine1,991,991
Job16,Step 3,Machine4,991,994
Job16,Step 4,Machine3,995,999
Job16,Step 5,Machine0,999,1000
Job16,Step 6,Machine5,1002,1012
Job16,Step 7,Machine9,1012,1019
Job16,Step 8,Machine6,1019,1020
Job16,Step 9,Machine7,1020,1023
Job16,Step 10,Machine8,1023,1026
Job17,Step 1,Machine0,1026,1029
Job17,Step 2,Machine1,1029,1037
Job17,Step 3,Machine4,1037,1040
Job17,Step 4,Machine2,1040,1048
Job17,Step 5,Machine3,1049,1055
Job17,Step 6,Machine9,1055,1058
Job17,Step 7,Machine7,1059,1061
Job17,Step 8,Machine5,1061,1061
Job17,Step 9,Machine8,1062,1068
Job17,Step 10,Machine6,1069,1078
Job18,Step 1,Machine3,1078,1079
Job18,Step 2,Machine4,1080,1084
Job18,Step 3,Machine0,1084,1084
Job18,Step 4,Machine2,1085,1093
Job18,Step 5,Machine1,1093,1095
Job18,Step 6,Machine8,1095,1098
Job18,Step 7,Machine5,1098,1108
Job18,Step 8,Machine6,1108,1118
Job18,Step 9,Machine7,1119,1124
Job18,Step 10,Machine9,1125,1134
Job19,Step 1,Machine3,1134,1134
Job19,Step 2,Machine1,1134,1135
Job19,Step 3,Machine0,1136,1143
Job19,Step 4,Machine2,1143,1143
Job19,Step 5,Machine4,1144,1150
Job19,Step 6,Machine7,1150,1152
Job19,Step 7,Machine5,1152,1159
Job19,Step 8,Machine8,1159,1160
Job19,Step 9,Machine6,1162,1172
Job19,Step 10,Machine9,1172,1176
Job20,Step 1,Machine1,1176,1180
Job20,Step 2,Machine2,1181,1191
Job20,Step 3,Machine3,1192,1199
Job20,Step 4,Machine4,1200,1208
Job20,Step 5,Machine0,1208,1218
Job20,Step 6,Machine9,1218,1219
Job20,Step 7,Machine7,1219,1222
Job20,Step 8,Machine8,1223,1232
Job20,Step 9,Machine5,1234,1244
Job20,Step 10,Machine6,1245,1256
Job21,Step 1,Machine1,1256,1260
Job21,Step 2,Machine2,1260,1262
Job21,Step 3,Machine4,1262,1265
Job21,Step 4,Machine0,1265,1273
Job21,Step 5,Machine3,1273,1274
Job21,Step 6,Machine5,1275,1282
Job21,Step 7,Machine8,1282,1286
Job21,Step 8,Machine6,1286,1288
Job21,Step 9,Machine9,1288,1290
Job21,Step 10,Machine7,1290,1299
Job22,Step 1,Machine1,1299,1310
Job22,Step 2,Machine4,1310,1311
Job22,Step 3,Machine0,1311,1314
Job22,Step 4,Machine3,1314,1321
Job22,Step 5,Machine2,1321,1332
Job22,Step 6,Machine5,1332,1334
Job22,Step 7,Machine7,1335,1337
Job22,Step 8,Machine8,1338,1344
Job22,Step 9,Machine6,1344,1348
Job22,Step 10,Machine9,1349,1355
Job23,Step 1,Machine1,1355,1359
Job23,Step 2,Machine3,1359,1362
Job23,Step 3,Machine2,1363,1372
Job23,Step 4,Machine0,1372,1373
Job23,Step 5,Machine4,1373,1373
Job23,Step 6,Machine6,1374,1380
Job23,Step 7,Machine5,1381,1392
Job23,Step 8,Machine8,1392,1392
Job23,Step 9,Machine9,1392,1395
Job23,Step 10,Machine7,1395,1402
Job24,Step 1,Machine0,1402,1404
Job24,Step 2,Machine2,1404,1413
Job24,Step 3,Machine4,1414,1425
Job24,Step 4,Machine3,1426,1434
Job24,Step 5,Machine1,1435,1442
Job24,Step 6,Machine7,1442,1449
Job24,Step 7,Machine5,1449,1460
Job24,Step 8,Machine8,1462,1472
Job24,Step 9,Machine6,1473,1479
Job24,Step 10,Machine9,1480,1489
Job25,Step 1,Machine3,1489,1498
Job25,Step 2,Machine2,1498,1502
Job25,Step 3,Machine1,1503,1512
Job25,Step 4,Machine0,1512,1517
Job25,Step 5,Machine4,1517,1521
Job25,Step 6,Machine5,1521,1523
Job25,Step 7,Machine7,1523,1526
Job25,Step 8,Machine9,1526,1533
Job25,Step 9,Machine6,1533,1540
Job25,Step 10,Machine8,1540,1543
Job26,Step 1,Machine3,1543,1548
Job26,Step 2,Machine1,1549,1557
Job26,Step 3,Machine0,1557,1566
Job26,Step 4,Machine2,1566,1571
Job26,Step 5,Machine4,1572,1579
Job26,Step 6,Machine5,1579,1588
Job26,Step 7,Machine7,1588,1589
Job26,Step 8,Machine8,1590,1601
Job26,Step 9,Machine6,1602,1608
Job26,Step 10,Machine9,1608,1612
Job27,Step 1,Machine2,1612,1613
Job27,Step 2,Machine4,1613,1613
Job27,Step 3,Machine0,1613,1615
Job27,Step 4,Machine3,1615,1621
Job27,Step 5,Machine1,1621,1628
Job27,Step 6,Machine9,1629,1639
Job27,Step 7,Machine6,1639,1640
Job27,Step 8,Machine5,1641,1650
Job27,Step 9,Machine8,1650,1654
Job27,Step 10,Machine7,1655,1665
Job28,Step 1,Machine0,1665,1666
Job28,Step 2,Machine4,1666,1671
Job28,Step 3,Machine3,1672,1677
Job28,Step 4,Machine2,1677,1683
Job28,Step 5,Machine1,1683,1689
Job28,Step 6,Machine9,1689,1695
Job28,Step 7,Machine8,1696,1704
Job28,Step 8,Machine7,1706,1717
Job28,Step 9,Machine6,1717,1723
Job28,Step 10,Machine5,1724,1730
Job29,Step 1,Machine2,1730,1736
Job29,Step 2,Machine4,1736,1746
Job29,Step 3,Machine1,1746,1751
Job29,Step 4,Machine0,1751,1755
Job29,Step 5,Machine3,1755,1762
Job29,Step 6,Machine7,1762,1763
Job29,Step 7,Machine5,1763,1764
Job29,Step 8,Machine9,1766,1776
Job29,Step 9,Machine6,1776,1784
Job29,Step 10,Machine8,1785,1793
Job30,Step 1,Machine0,1793,1793
Job30,Step 2,Machine4,1793,1797
Job30,Step 3,Machine3,1797,1802
Job30,Step 4,Machine1,1803,1811
Job30,Step 5,Machine2,1812,1818
Job30,Step 6,Machine7,1818,1819
Job30,Step 7,Machine8,1820,1828
Job30,Step 8,Machine9,1828,1832
Job30,Step 9,Machine5,1832,1842
Job30,Step 10,Machine6,1843,1848
Job31,Step 1,Machine2,1848,1852
Job31,Step 2,Machine0,1852,1863
Job31,Step 3,Machine3,1863,1863
Job31,Step 4,Machine1,1863,1866
Job31,Step 5,Machine4,1866,1871
Job31,Step 6,Machine8,1871,1880
Job31,Step 7,Machine7,1881,1890
Job31,Step 8,Machine5,1890,1896
Job31,Step 9,Machine6,1896,1904
Job31,Step 10,Machine9,1904,1910
Job32,Step 1,Machine4,1910,1910
Job32,Step 2,Machine2,1911,1919
Job32,Step 3,Machine1,1919,1921
Job32,Step 4,Machine0,1921,1923
Job32,Step 5,Machine3,1925,1935
Job32,Step 6,Machine5,1935,1943
Job32,Step 7,Machine7,1943,1947
Job32,Step 8,Machine9,1947,1953
Job32,Step 9,Machine8,1955,1964
Job32,Step 10,Machine6,1964,1970
Job33,Step 1,Machine4,1970,1977
Job33,Step 2,Machine2,1978,1987
Job33,Step 3,Machine0,1988,1995
Job33,Step 4,Machine3,1995,2005
Job33,Step 5,Machine1,2005,2016
Job33,Step 6,Machine7,2017,2028
Job33,Step 7,Machine8,2029,2033
Job33,Step 8,Machine5,2033,2033
Job33,Step 9,Machine9,2033,2041
Job33,Step 10,Machine6,2042,2052
Job34,Step 1,Machine3,2052,2062
Job34,Step 2,Machine1,2062,2064
Job34,Step 3,Machine0,2064,2067
Job34,Step 4,Machine4,2067,2068
Job34,Step 5,Machine2,2068,2071
Job34,Step 6,Machine7,2071,2074
Job34,Step 7,Machine9,2075,2082
Job34,Step 8,Machine5,2083,2093
Job34,Step 9,Machine6,2093,2099
Job34,Step 10,Machine8,2100,2111
Job35,Step 1,Machine0,2111,2119
Job35,Step 2,Machine4,2119,2124
Job35,Step 3,Machine3,2125,2136
Job35,Step 4,Machine2,2137,2147
Job35,Step 5,Machine1,2147,2152
Job35,Step 6,Machine7,2152,2157
Job35,Step 7,Machine8,2158,2160
Job35,Step 8,Machine5,2160,2161
Job35,Step 9,Machine9,2161,2161
Job35,Step 10,Machine6,2162,2167
Job36,Step 1,Machine0,2167,2173
Job36,Step 2,Machine4,2174,2176
Job36,Step 3,Machine2,2176,2178
Job36,Step 4,Machine3,2178,2186
Job36,Step 5,Machine1,2187,2190
Job36,Step 6,Machine9,2190,2194
Job36,Step 7,Machine5,2194,2201
Job36,Step 8,Machine6,2201,2212
Job36,Step 9,Machine7,2212,2212
Job36,Step 10,Machine8,2213,2222
Job37,Step 1,Machine0,2222,2225
Job37,Step 2,Machine2,2226,2237
Job37,Step 3,Machine1,2239,2249
Job37,Step 4,Machine3,2249,2249
Job37,Step 5,Machine4,2249,2250
Job37,Step 6,Machine9,2250,2257
Job37,Step 7,Machine6,2257,2260
Job37,Step 8,Machine8,2260,2263
Job37,Step 9,Machine5,2263,2264
Job37,Step 10,Machine7,2264,2271
Job38,Step 1,Machine3,2271,2272
Job38,Step 2,Machine4,2273,2278
Job38,Step 3,Machine2,2278,2280
Job38,Step 4,Machine0,2280,2291
Job38,Step 5,Machine1,2292,2298
Job38,Step 6,Machine7,2298,2301
Job38,Step 7,Machine9,2301,2309
Job38,Step 8,Machine8,2310,2321
Job38,Step 9,Machine5,2322,2329
Job38,Step 10,Machine6,2329,2331
Job39,Step 1,Machine2,2331,2342
Job39,Step 2,Machine4,2343,2354
Job39,Step 3,Machine3,2355,2359
Job39,Step 4,Machine0,2360,2363
Job39,Step 5,Machine1,2363,2365
Job39,Step 6,Machine5,2365,2366
Job39,Step 7,Machine8,2367,2375
Job39,Step 8,Machine9,2376,2380
Job39,Step 9,Machine7,2380,2387
Job39,Step 10,Machine6,2387,2395
Job40,Step 1,Machine3,2395,2398
Job40,Step 2,Machine0,2398,2408
Job40,Step 3,Machine2,2409,2419
Job40,Step 4,Machine1,2420,2429
Job40,Step 5,Machine4,2430,2437
Job40,Step 6,Machine5,2437,2443
Job40,Step 7,Machine9,2443,2445
Job40,Step 8,Machine7,2446,2453
Job40,Step 9,Machine6,2453,2460
Job40,Step 10,Machine8,2460,2471
Job41,Step 1,Machine4,2471,2472
Job41,Step 2,Machine0,2472,2484
Job41,Step 3,Machine2,2484,2494
Job41,Step 4,Machine1,2494,2496
Job41,Step 5,Machine3,2496,2499
Job41,Step 6,Machine5,2500,2509
Job41,Step 7,Machine7,2509,2512
Job41,Step 8,Machine9,2513,2522
Job41,Step 9,Machine6,2523,2526
Job41,Step 10,Machine8,2526,2527
Job42,Step 1,Machine0,2527,2535
Job42,Step 2,Machine3,2535,2536
Job42,Step 3,Machine4,2537,2543
Job42,Step 4,Machine2,2543,2552
Job42,Step 5,Machine1,2554,2560
Job42,Step 6,Machine5,2561,2569
Job42,Step 7,Machine8,2571,2580
Job42,Step 8,Machine6,2581,2584
Job42,Step 9,Machine9,2584,2586
Job42,Step 10,Machine7,2586,2589
Job43,Step 1,Machine0,2589,2595
Job43,Step 2,Machine3,2595,2596
Job43,Step 3,Machine4,2596,2597
Job43,Step 4,Machine1,2597,2605
Job43,Step 5,Machine2,2605,2611
Job43,Step 6,Machine7,2612,2620
Job43,Step 7,Machine8,2620,2627
Job43,Step 8,Machine6,2628,2631
Job43,Step 9,Machine9,2632,2642
Job43,Step 10,Machine5,2642,2650
Job44,Step 1,Machine4,2650,2652
Job44,Step 2,Machine3,2652,2654
Job44,Step 3,Machine1,2654,2656
Job44,Step 4,Machine0,2657,2666
Job44,Step 5,Machine2,2668,2678
Job44,Step 6,Machine9,2680,2688
Job44,Step 7,Machine8,2688,2695
Job44,Step 8,Machine6,2695,2699
Job44,Step 9,Machine5,2699,2706
Job44,Step 10,Machine7,2706,2713
Job45,Step 1,Machine1,2713,2716
Job45,Step 2,Machine4,2718,2727
Job45,Step 3,Machine2,2728,2737
Job45,Step 4,Machine3,2738,2747
Job45,Step 5,Machine0,2748,2753
Job45,Step 6,Machine5,2754,2763
Job45,Step 7,Machine7,2763,2773
Job45,Step 8,Machine9,2773,2777
Job45,Step 9,Machine8,2777,2778
Job45,Step 10,Machine6,2779,2785
Job46,Step 1,Machine0,2785,2792
Job46,Step 2,Machine4,2793,2803
Job46,Step 3,Machine3,2805,2814
Job46,Step 4,Machine2,2815,2822
Job46,Step 5,Machine1,2822,2824
Job46,Step 6,Machine9,2824,2827
Job46,Step 7,Machine6,2828,2836
Job46,Step 8,Machine7,2837,2845
Job46,Step 9,Machine5,2846,2855
Job46,Step 10,Machine8,2856,2864
Job47,Step 1,Machine1,2864,2869
Job47,Step 2,Machine2,2870,2875
Job47,Step 3,Machine0,2876,2886
Job47,Step 4,Machine3,2886,2887
Job47,Step 5,Machine4,2887,2897
Job47,Step 6,Machine8,2897,2902
Job47,Step 7,Machine5,2902,2912
Job47,Step 8,Machine9,2913,2923
Job47,Step 9,Machine6,2924,2931
Job47,Step 10,Machine7,2931,2931
Job48,Step 1,Machine3,2931,2936
Job48,Step 2,Machine0,2938,2948
Job48,Step 3,Machine1,2948,2949
Job48,Step 4,Machine2,2950,2961
Job48,Step 5,Machine4,2961,2970
Job48,Step 6,Machine6,2970,2972
Job48,Step 7,Machine5,2972,2973
Job48,Step 8,Machine7,2974,2976
Job48,Step 9,Machine9,2977,2985
Job48,Step 10,Machine8,2985,2993
Job49,Step 1,Machine0,2993,3002
Job49,Step 2,Machine4,3004,3014
Job49,Step 3,Machine1,3014,3016
Job49,Step 4,Machine2,3018,3025
Job49,Step 5,Machine3,3025,3033
Job49,Step 6,Machine5,3033,3035
Job49,Step 7,Machine8,3035,3044
Job49,Step 8,Machine6,3045,3056
Job49,Step 9,Machine9,3056,3061
Job49,Step 10,Machine7,3061,3062
Job50,Step 1,Machine4,3062,3063
Job50,Step 2,Machine0,3064,3071
Job50,Step 3,Machine3,3071,3075
Job50,Step 4,Machine2,3077,3087
Job50,Step 5,Machine1,3087,3088
Job50,Step 6,Machine9,3088,3088
Job50,Step 7,Machine7,3088,3090
Job50,Step 8,Machine6,3090,3091
Job50,Step 9,Machine5,3091,3101
Job50,Step 10,Machine8,3101,3104
