job,step,machine,start,end
Job8,Step 8,Machine9,641,649
Job8,Step 9,Machine8,650,656
Job8,Step 10,Machine12,656,661
Job8,Step 11,Machine13,661,662
Job8,Step 12,Machine7,663,671
Job8,Step 13,Machine11,671,675
Job8,Step 14,Machine14,675,683
Job8,Step 15,Machine10,684,692
Job9,Step 1,Machine1,692,699
Job9,Step 2,Machine2,699,702
Job9,Step 3,Machine0,702,710
Job9,Step 4,Machine5,710,712
Job9,Step 5,Machine6,712,721
Job9,Step 6,Machine3,721,723
Job9,Step 7,Machine4,724,727
Job9,Step 8,Machine12,727,730
Job9,Step 9,Machine9,731,738
Job9,Step 10,Machine13,738,740
Job9,Step 11,Machine10,740,744
Job9,Step 12,Machine14,744,745
Job9,Step 13,Machine11,746,749
Job9,Step 14,Machine7,750,753
Job9,Step 15,Machine8,754,756
Job10,Step 1,Machine2,756,764
Job10,Step 2,Machine3,765,773
Job10,Step 3,Machine6,774,778
Job10,Step 4,Machine4,778,784
Job10,Step 5,Machine5,784,790
Job10,Step 6,Machine0,791,795
Job10,Step 7,Machine1,795,802
Job10,Step 8,Machine12,802,804
Job10,Step 9,Machine8,804,807
Job10,Step 10,Machine10,807,808
Job10,Step 11,Machine7,809,815
Job10,Step 12,Machine14,816,822
Job10,Step 13,Machine9,822,824
Job10,Step 14,Machine11,825,831
Job10,Step 15,Machine13,831,838
Job11,Step 1,Machine4,838,847
Job11,Step 2,Machine6,847,849
Job11,Step 3,Machine1,850,852
Job11,Step 4,Machine5,852,860
Job11,Step 5,Machine3,860,861
Job11,Step 6,Machine2,861,863
Job11,Step 7,Machine0,863,869
Job11,Step 8,Machine13,869,877
Job11,Step 9,Machine11,877,885
Job11,Step 10,Machine10,886,896
Job11,Step 11,Machine9,896,903
Job11,Step 12,Machine12,903,906
Job11,Step 13,Machine7,907,917
Job11,Step 14,Machine8,917,921
Job11,Step 15,Machine14,922,932
Job12,Step 1,Machine6,932,932
Job12,Step 2,Machine2,932,933
Job12,Step 3,Machine4,934,943
Job12,Step 4,Machine5,944,952
Job12,Step 5,Machine0,952,953
Job12,Step 6,Machine1,953,954
Job12,Step 7,Machine3,954,959
Job12,Step 8,Machine7,959,962
Job12,Step 9,Machine14,963,969
Job12,Step 10,Machine10,970,981
Job12,Step 11,Machine13,982,988
Job12,Step 12,Machine11,989,993
Job12,Step 13,Machine8,993,994
Job12,Step 14,Machine12,995,996
Job12,Step 15,Machine9,996,998
Job13,Step 1,Machine5,998,1003
Job13,Step 2,Machine2,1003,1005
Job13,Step 3,Machine3,1005,1010
Job13,Step 4,Machine6,1011,1019
Job13,Step 5,Machine1,1019,1023
Job13,Step 6,Machine0,1024,1032
Job13,Step 7,Machine4,1033,1042
Job13,Step 8,Machine9,1043,1053
Job13,Step 9,Machine14,1053,1059
Job13,Step 10,Machine13,1059,1063
Job13,Step 11,Machine10,1063,1063
Job13,Step 12,Machine11,1063,1067
Job13,Step 13,Machine8,1067,1070
Job13,Step 14,Machine12,1071,1079
Job13,Step 15,Machine7,1080,1088
Job14,Step 1,Machine2,1088,1092
Job14,Step 2,Machine3,1093,1101
Job14,Step 3,Machine5,1101,1103
Job14,Step 4,Machine1,1104,1108
Job14,Step 5,Machine4,1108,1109
Job14,Step 6,Machine6,1109,1117
Job14,Step 7,Machine0,1117,1124
Job14,Step 8,Machine9,1125,1131
Job14,Step 9,Machine10,1131,1140
Job14,Step 10,Machine12,1140,1141
Job14,Step 11,Machine11,1143,1152
Job14,Step 12,Machine7,1153,1163
Job14,Step 13,Machine14,1164,1169
Job14,Step 14,Machine8,1170,1174
Job14,Step 15,Machine13,1174,1176
Job15,Step 1,Machine2,1176,1183
Job15,Step 2,Machine0,1183,1188
Job15,Step 3,Machine1,1189,1193
Job15,Step 4,Machine5,1194,1200
Job15,Step 5,Machine6,1201,1206
Job15,Step 6,Machine4,1207,1216
Job15,Step 7,Machine3,1216,1218
Job15,Step 8,Machine8,1218,1225
Job15,Step 9,Machine12,1226,1228
Job15,Step 10,Machine9,1229,1236
Job15,Step 11,Machine10,1237,1246
Job15,Step 12,Machine11,1246,1246
Job15,Step 13,Machine7,1247,1255
Job15,Step 14,Machine14,1255,1257
Job15,Step 15,Machine13,1257,1259
Job16,Step 1,Machine2,1259,1265
Job16,Step 2,Machine6,1265,1268
Job16,Step 3,Machine5,1268,1271
Job16,Step 4,Machine1,1272,1275
Job16,Step 5,Machine0,1275,1276
Job16,Step 6,Machine3,1276,1286
Job16,Step 7,Machine4,1286,1291
Job16,Step 8,Machine9,1291,1295
Job16,Step 9,Machine11,1297,1305
Job16,Step 10,Machine10,1305,1311
Job16,Step 11,Machine8,1311,1315
Job16,Step 12,Machine13,1315,1319
Job16,Step 13,Machine7,1320,1325
Job16,Step 14,Machine12,1325,1327
Job16,Step 15,Machine14,1328,1333
Job17,Step 1,Machine5,1333,1341
Job17,Step 2,Machine2,1341,1343
Job17,Step 3,Machine3,1343,1344
Job17,Step 4,Machine4,1344,1350
Job17,Step 5,Machine1,1350,1353
Job17,Step 6,Machine0,1353,1355
Job17,Step 7,Machine6,1355,1359
Job17,Step 8,Machine12,1360,1369
Job17,Step 9,Machine14,1369,1374
Job17,Step 10,Machine8,1374,1375
Job17,Step 11,Machine9,1375,1376
Job17,Step 12,Machine7,1377,1387
Job17,Step 13,Machine10,1388,1394
Job17,Step 14,Machine13,1395,1400
Job17,Step 15,Machine11,1402,1410
Job18,Step 1,Machine5,1410,1417
Job18,Step 2,Machine0,1417,1419
Job18,Step 3,Machine3,1419,1424
Job18,Step 4,Machine6,1424,1434
Job18,Step 5,Machine1,1435,1444
Job18,Step 6,Machine4,1444,1453
Job18,Step 7,Machine2,1453,1454
Job18,Step 8,Machine7,1454,1459
Job18,Step 9,Machine14,1459,1468
Job18,Step 10,Machine11,1468,1474
Job18,Step 11,Machine8,1475,1479
Job18,Step 12,Machine9,1479,1483
Job18,Step 13,Machine13,1483,1487
Job18,Step 14,Machine10,1487,1490
Job18,Step 15,Machine12,1491,1496
Job19,Step 1,Machine1,1496,1500
Job19,Step 2,Machine5,1500,1502
Job19,Step 3,Machine0,1502,1504
Job19,Step 4,Machine4,1504,1512
Job19,Step 5,Machine6,1513,1519
Job19,Step 6,Machine3,1520,1523
Job19,Step 7,Machine2,1524,1531
Job19,Step 8,Machine9,1532,1535
Job19,Step 9,Machine7,1535,1537
Job19,Step 10,Machine10,1538,1548
Job19,Step 11,Machine12,1548,1551
Job19,Step 12,Machine13,1552,1558
Job19,Step 13,Machine14,1559,1567
Job19,Step 14,Machine11,1568,1575
Job19,Step 15,Machine8,1575,1576
Job20,Step 1,Machine1,1576,1577
Job20,Step 2,Machine4,1577,1578
Job20,Step 3,Machine3,1579,1587
Job20,Step 4,Machine2,1587,1590
Job20,Step 5,Machine6,1590,1595
Job20,Step 6,Machine0,1596,1605
Job20,Step 7,Machine5,1606,1608
Job20,Step 8,Machine11,1609,1612
Job20,Step 9,Machine7,1612,1615
Job20,Step 10,Machine12,1615,1615
Job20,Step 11,Machine8,1616,1623
Job20,Step 12,Machine14,1623,1630
Job20,Step 13,Machine13,1631,1634
Job20,Step 14,Machine10,1635,1643
Job20,Step 15,Machine9,1645,1655
