job,step,machine,start,end
Job7,Step 6,Machine6,215,217
Job7,Step 7,Machine5,217,219
Job7,Step 8,Machine3,219,222
Job7,Step 9,Machine9,222,223
Job7,Step 10,Machine2,224,227
Job7,Step 11,Machine7,227,229
Job7,Step 12,Machine10,229,232
Job7,Step 13,Machine1,232,233
Job7,Step 14,Machine14,233,236
Job7,Step 15,Machine8,236,237
Job8,Step 1,Machine2,237,239
Job8,Step 2,Machine12,239,242
Job8,Step 3,Machine9,242,245
Job8,Step 4,Machine11,245,248
Job8,Step 5,Machine13,248,252
Job8,Step 6,Machine8,252,253
Job8,Step 7,Machine14,253,255
Job8,Step 8,Machine5,256,258
Job8,Step 9,Machine6,258,259
Job8,Step 10,Machine3,259,261
Job8,Step 11,Machine1,261,265
Job8,Step 12,Machine4,265,268
Job8,Step 13,Machine0,268,269
Job8,Step 14,Machine7,270,272
Job8,Step 15,Machine10,272,275
Job9,Step 1,Machine2,275,277
Job9,Step 2,Machine10,277,278
Job9,Step 3,Machine14,278,280
Job9,Step 4,Machine6,280,282
Job9,Step 5,Machine8,282,285
Job9,Step 6,Machine3,285,288
Job9,Step 7,Machine12,288,290
Job9,Step 8,Machine0,290,291
Job9,Step 9,Machine13,291,292
Job9,Step 10,Machine9,292,294
Job9,Step 11,Machine7,294,296
Job9,Step 12,Machine1,296,299
Job9,Step 13,Machine11,299,301
Job9,Step 14,Machine4,301,302
Job9,Step 15,Machine5,302,306
Job10,Step 1,Machine4,306,308
Job10,Step 2,Machine9,308,311
Job10,Step 3,Machine3,311,315
Job10,Step 4,Machine11,315,316
Job10,Step 5,Machine13,316,319
Job10,Step 6,Machine7,319,322
Job10,Step 7,Machine0,322,325
Job10,Step 8,Machine2,325,326
Job10,Step 9,Machine5,326,327
Job10,Step 10,Machine12,327,330
Job10,Step 11,Machine1,330,333
Job10,Step 12,Machine10,333,334
Job10,Step 13,Machine14,335,337
Job10,Step 14,Machine8,337,340
Job10,Step 15,Machine6,340,342
Job11,Step 1,Machine13,342,344
Job11,Step 2,Machine0,344,346
Job11,Step 3,Machine3,346,349
Job11,Step 4,Machine8,349,350
Job11,Step 5,Machine5,350,352
Job11,Step 6,Machine6,352,354
Job11,Step 7,Machine14,354,355
Job11,Step 8,Machine7,355,357
Job11,Step 9,Machine1,357,358
Job11,Step 10,Machine2,358,360
Job11,Step 11,Machine4,360,362
Job11,Step 12,Machine9,363,364
Job11,Step 13,Machine12,365,367
Job11,Step 14,Machine11,367,369
Job11,Step 15,Machine10,369,371
Job12,Step 1,Machine14,371,374
Job12,Step 2,Machine10,374,375
Job12,Step 3,Machine0,375,377
Job12,Step 4,Machine3,378,380
Job12,Step 5,Machine13,380,383
Job12,Step 6,Machine6,383,387
Job12,Step 7,Machine7,387,388
Job12,Step 8,Machine2,388,391
Job12,Step 9,Machine12,391,393
Job12,Step 10,Machine5,393,396
Job12,Step 11,Machine4,396,399
Job12,Step 12,Machine11,399,401
Job12,Step 13,Machine1,401,404
Job12,Step 14,Machine8,404,407
Job12,Step 15,Machine9,407,408
Job13,Step 1,Machine6,408,409
Job13,Step 2,Machine12,409,411
Job13,Step 3,Machine4,411,413
Job13,Step 4,Machine2,413,415
Job13,Step 5,Machine8,415,416
Job13,Step 6,Machine5,416,418
Job13,Step 7,Machine14,418,419
Job13,Step 8,Machine3,419,420
Job13,Step 9,Machine9,421,423
Job13,Step 10,Machine1,423,424
Job13,Step 11,Machine11,424,426
Job13,Step 12,Machine13,426,429
Job13,Step 13,Machine7,430,432
Job13,Step 14,Machine10,432,433
Job13,Step 15,Machine0,434,435
Job14,Step 1,Machine5,435,437
Job14,Step 2,Machine14,437,439
Job14,Step 3,Machine0,439,440
Job14,Step 4,Machine8,441,443
Job14,Step 5,Machine7,443,445
Job14,Step 6,Machine4,445,447
Job14,Step 7,Machine9,447,448
Job14,Step 8,Machine13,448,450
Job14,Step 9,Machine1,450,453
Job14,Step 10,Machine12,453,456
Job14,Step 11,Machine6,456,459
Job14,Step 12,Machine11,459,460
Job14,Step 13,Machine3,460,463
Job14,Step 14,Machine10,463,466
Job14,Step 15,Machine2,466,468
Job15,Step 1,Machine5,468,470
Job15,Step 2,Machine3,470,473
Job15,Step 3,Machine10,473,475
Job15,Step 4,Machine6,476,479
Job15,Step 5,Machine4,479,481
Job15,Step 6,Machine12,481,482
Job15,Step 7,Machine11,482,483
Job15,Step 8,Machine13,483,485
Job15,Step 9,Machine7,485,487
Job15,Step 10,Machine9,488,491
Job15,Step 11,Machine14,491,493
Job15,Step 12,Machine1,493,495
Job15,Step 13,Machine2,495,497
Job15,Step 14,Machine0,497,498
Job15,Step 15,Machine8,498,501
Job16,Step 1,Machine8,501,502
Job16,Step 2,Machine5,503,505
Job16,Step 3,Machine9,505,507
Job16,Step 4,Machine6,508,510
Job16,Step 5,Machine1,510,512
Job16,Step 6,Machine7,512,515
Job16,Step 7,Machine11,515,516
Job16,Step 8,Machine2,516,519
Job16,Step 9,Machine4,519,521
Job16,Step 10,Machine0,521,523
Job16,Step 11,Machine10,523,525
Job16,Step 12,Machine3,526,528
Job16,Step 13,Machine12,528,529
Job16,Step 14,Machine14,529,530
Job16,Step 15,Machine13,530,532
Job17,Step 1,Machine1,532,533
Job17,Step 2,Machine4,533,535
Job17,Step 3,Machine8,535,538
Job17,Step 4,Machine3,538,539
Job17,Step 5,Machine10,540,541
Job17,Step 6,Machine5,542,544
Job17,Step 7,Machine12,544,546
Job17,Step 8,Machine7,546,548
Job17,Step 9,Machine9,548,551
Job17,Step 10,Machine14,551,553
Job17,Step 11,Machine11,553,555
Job17,Step 12,Machine13,555,558
Job17,Step 13,Machine0,558,561
Job17,Step 14,Machine2,561,562
Job17,Step 15,Machine6,562,565
Job18,Step 1,Machine7,565,568
Job18,Step 2,Machine5,568,571
Job18,Step 3,Machine13,571,574
Job18,Step 4,Machine9,574,575
Job18,Step 5,Machine10,576,578
Job18,Step 6,Machine4,578,581
Job18,Step 7,Machine14,581,583
Job18,Step 8,Machine0,584,587
Job18,Step 9,Machine3,587,589
Job18,Step 10,Machine11,589,590
Job18,Step 11,Machine6,590,593
Job18,Step 12,Machine8,593,594
Job18,Step 13,Machine1,594,597
Job18,Step 14,Machine2,597,599
Job18,Step 15,Machine12,599,602
Job19,Step 1,Machine14,602,604
Job19,Step 2,Machine11,604,607
Job19,Step 3,Machine5,607,610
Job19,Step 4,Machine2,610,613
Job19,Step 5,Machine13,614,615
Job19,Step 6,Machine10,615,618
Job19,Step 7,Machine4,619,621
Job19,Step 8,Machine8,621,623
Job19,Step 9,Machine3,624,627
Job19,Step 10,Machine9,627,629
Job19,Step 11,Machine6,629,630
Job19,Step 12,Machine7,630,632
Job19,Step 13,Machine0,632,634
Job19,Step 14,Machine1,634,636
Job19,Step 15,Machine12,636,637
Job20,Step 1,Machine1,637,640
Job20,Step 2,Machine7,641,643
Job20,Step 3,Machine11,644,646
Job20,Step 4,Machine8,647,648
Job20,Step 5,Machine14,649,652
Job20,Step 6,Machine6,652,655
Job20,Step 7,Machine5,655,657
Job20,Step 8,Machine3,657,659
Job20,Step 9,Machine13,660,662
Job20,Step 10,Machine2,662,663
Job20,Step 11,Machine0,663,665
Job20,Step 12,Machine4,665,667
Job20,Step 13,Machine9,667,670
Job20,Step 14,Machine12,671,674
Job20,Step 15,Machine10,674,678
