job,step,machine,start,end
Job5,Step 2,Machine13,123,125
Job5,Step 3,Machine1,125,127
Job5,Step 4,Machine6,128,130
Job5,Step 5,Machine7,130,132
Job5,Step 6,Machine5,132,134
Job5,Step 7,Machine8,134,136
Job5,Step 8,Machine9,136,138
Job5,Step 9,Machine3,138,140
Job5,Step 10,Machine10,141,143
Job5,Step 11,Machine2,143,145
Job5,Step 12,Machine0,145,147
Job5,Step 13,Machine14,148,150
Job5,Step 14,Machine12,150,151
Job5,Step 15,Machine4,152,153
Job6,Step 1,Machine8,153,155
Job6,Step 2,Machine11,155,157
Job6,Step 3,Machine14,157,158
Job6,Step 4,Machine1,159,162
Job6,Step 5,Machine7,162,165
Job6,Step 6,Machine6,165,168
Job6,Step 7,Machine5,168,171
Job6,Step 8,Machine10,172,175
Job6,Step 9,Machine3,175,177
Job6,Step 10,Machine2,177,179
Job6,Step 11,Machine4,179,181
Job6,Step 12,Machine9,181,183
Job6,Step 13,Machine13,183,186
Job6,Step 14,Machine12,187,188
Job6,Step 15,Machine0,188,190
Job7,Step 1,Machine13,190,192
Job7,Step 2,Machine3,192,195
Job7,Step 3,Machine6,195,197
Job7,Step 4,Machine8,197,199
Job7,Step 5,Machine12,199,200
Job7,Step 6,Machine4,200,202
Job7,Step 7,Machine2,203,206
Job7,Step 8,Machine9,206,207
Job7,Step 9,Machine14,207,208
Job7,Step 10,Machine5,208,211
Job7,Step 11,Machine10,212,213
Job7,Step 12,Machine11,213,215
Job7,Step 13,Machine1,215,217
Job7,Step 14,Machine0,217,219
Job7,Step 15,Machine7,219,222
Job8,Step 1,Machine5,222,224
Job8,Step 2,Machine4,224,226
Job8,Step 3,Machine6,226,228
Job8,Step 4,Machine9,229,230
Job8,Step 5,Machine3,230,232
Job8,Step 6,Machine10,232,236
Job8,Step 7,Machine8,236,237
Job8,Step 8,Machine14,237,241
Job8,Step 9,Machine13,241,244
Job8,Step 10,Machine2,244,246
Job8,Step 11,Machine1,247,250
Job8,Step 12,Machine12,250,251
Job8,Step 13,Machine11,251,254
Job8,Step 14,Machine7,254,256
Job8,Step 15,Machine0,256,257
Job9,Step 1,Machine13,257,260
Job9,Step 2,Machine11,260,262
Job9,Step 3,Machine8,262,264
Job9,Step 4,Machine3,265,267
Job9,Step 5,Machine5,267,270
Job9,Step 6,Machine4,270,272
Job9,Step 7,Machine9,272,274
Job9,Step 8,Machine0,275,277
Job9,Step 9,Machine14,277,279
Job9,Step 10,Machine6,280,281
Job9,Step 11,Machine2,281,283
Job9,Step 12,Machine10,283,284
Job9,Step 13,Machine7,284,286
Job9,Step 14,Machine12,286,289
Job9,Step 15,Machine1,289,292
Job10,Step 1,Machine12,292,295
Job10,Step 2,Machine1,295,296
Job10,Step 3,Machine5,296,299
Job10,Step 4,Machine14,299,301
Job10,Step 5,Machine7,301,303
Job10,Step 6,Machine0,303,305
Job10,Step 7,Machine3,306,308
Job10,Step 8,Machine13,308,308
Job10,Step 9,Machine8,309,311
Job10,Step 10,Machine11,311,314
Job10,Step 11,Machine4,314,315
Job10,Step 12,Machine10,315,317
Job10,Step 13,Machine2,317,319
Job10,Step 14,Machine9,319,321
Job10,Step 15,Machine6,322,325
Job11,Step 1,Machine10,325,327
Job11,Step 2,Machine5,327,330
Job11,Step 3,Machine12,330,333
Job11,Step 4,Machine1,333,335
Job11,Step 5,Machine7,335,337
Job11,Step 6,Machine8,337,339
Job11,Step 7,Machine14,339,340
Job11,Step 8,Machine4,340,342
Job11,Step 9,Machine3,342,344
Job11,Step 10,Machine9,344,346
Job11,Step 11,Machine13,346,349
Job11,Step 12,Machine11,349,350
Job11,Step 13,Machine6,350,352
Job11,Step 14,Machine2,352,356
Job11,Step 15,Machine0,356,359
Job12,Step 1,Machine0,359,360
Job12,Step 2,Machine11,361,363
Job12,Step 3,Machine5,363,365
Job12,Step 4,Machine13,365,368
Job12,Step 5,Machine4,368,371
Job12,Step 6,Machine8,371,373
Job12,Step 7,Machine9,373,375
Job12,Step 8,Machine14,375,376
Job12,Step 9,Machine2,377,379
Job12,Step 10,Machine7,380,382
Job12,Step 11,Machine10,382,384
Job12,Step 12,Machine1,384,385
Job12,Step 13,Machine3,385,386
Job12,Step 14,Machine12,386,388
Job12,Step 15,Machine6,388,389
Job13,Step 1,Machine12,389,392
Job13,Step 2,Machine5,393,396
Job13,Step 3,Machine2,396,399
Job13,Step 4,Machine8,399,400
Job13,Step 5,Machine3,400,402
Job13,Step 6,Machine13,403,406
Job13,Step 7,Machine0,406,409
Job13,Step 8,Machine6,409,411
Job13,Step 9,Machine7,411,413
Job13,Step 10,Machine11,413,414
Job13,Step 11,Machine14,414,416
Job13,Step 12,Machine1,416,419
Job13,Step 13,Machine4,419,420
Job13,Step 14,Machine9,421,423
Job13,Step 15,Machine10,423,424
Job14,Step 1,Machine8,424,427
Job14,Step 2,Machine1,427,430
Job14,Step 3,Machine14,430,433
Job14,Step 4,Machine12,433,435
Job14,Step 5,Machine4,435,438
Job14,Step 6,Machine5,438,441
Job14,Step 7,Machine6,441,443
Job14,Step 8,Machine10,443,445
Job14,Step 9,Machine0,445,447
Job14,Step 10,Machine7,447,449
Job14,Step 11,Machine11,450,451
Job14,Step 12,Machine2,451,453
Job14,Step 13,Machine13,453,455
Job14,Step 14,Machine9,455,458
Job14,Step 15,Machine3,458,460
Job15,Step 1,Machine9,460,462
Job15,Step 2,Machine14,462,465
Job15,Step 3,Machine3,465,468
Job15,Step 4,Machine12,468,471
Job15,Step 5,Machine0,471,472
Job15,Step 6,Machine11,472,473
Job15,Step 7,Machine2,473,475
Job15,Step 8,Machine5,475,476
Job15,Step 9,Machine1,476,479
Job15,Step 10,Machine8,479,482
Job15,Step 11,Machine4,482,484
Job15,Step 12,Machine13,484,487
Job15,Step 13,Machine10,487,488
Job15,Step 14,Machine6,489,491
Job15,Step 15,Machine7,491,493
Job16,Step 1,Machine9,493,494
Job16,Step 2,Machine14,494,498
Job16,Step 3,Machine7,498,501
Job16,Step 4,Machine4,501,502
Job16,Step 5,Machine0,502,503
Job16,Step 6,Machine5,504,506
Job16,Step 7,Machine8,506,508
Job16,Step 8,Machine13,509,511
Job16,Step 9,Machine10,511,513
Job16,Step 10,Machine3,513,516
Job16,Step 11,Machine2,516,519
Job16,Step 12,Machine1,519,520
Job16,Step 13,Machine11,520,521
Job16,Step 14,Machine6,522,524
Job16,Step 15,Machine12,524,525
Job17,Step 1,Machine3,525,527
Job17,Step 2,Machine5,528,529
Job17,Step 3,Machine2,529,531
Job17,Step 4,Machine12,532,535
Job17,Step 5,Machine7,536,539
Job17,Step 6,Machine1,539,541
Job17,Step 7,Machine8,542,545
Job17,Step 8,Machine6,545,547
Job17,Step 9,Machine11,548,551
Job17,Step 10,Machine4,551,552
Job17,Step 11,Machine10,552,555
Job17,Step 12,Machine14,555,557
Job17,Step 13,Machine9,557,558
Job17,Step 14,Machine13,558,561
Job17,Step 15,Machine0,561,563
Job18,Step 1,Machine12,563,564
Job18,Step 2,Machine10,564,565
Job18,Step 3,Machine0,566,567
Job18,Step 4,Machine2,567,568
Job18,Step 5,Machine5,568,569
Job18,Step 6,Machine1,569,571
Job18,Step 7,Machine11,571,572
Job18,Step 8,Machine8,573,576
Job18,Step 9,Machine14,576,578
Job18,Step 10,Machine3,579,581
Job18,Step 11,Machine7,581,584
Job18,Step 12,Machine9,584,586
Job18,Step 13,Machine13,586,588
Job18,Step 14,Machine4,588,589
Job18,Step 15,Machine6,589,592
Job19,Step 1,Machine5,592,593
Job19,Step 2,Machine10,593,596
Job19,Step 3,Machine7,596,599
Job19,Step 4,Machine14,600,602
Job19,Step 5,Machine13,602,603
Job19,Step 6,Machine11,603,605
Job19,Step 7,Machine9,605,606
Job19,Step 8,Machine3,606,608
Job19,Step 9,Machine1,608,609
Job19,Step 10,Machine2,609,610
Job19,Step 11,Machine12,610,613
Job19,Step 12,Machine6,614,615
Job19,Step 13,Machine8,615,618
Job19,Step 14,Machine4,618,621
Job19,Step 15,Machine0,621,622
Job20,Step 1,Machine9,622,625
Job20,Step 2,Machine8,625,628
Job20,Step 3,Machine12,629,631
Job20,Step 4,Machine1,631,632
Job20,Step 5,Machine5,632,635
Job20,Step 6,Machine3,636,638
Job20,Step 7,Machine11,638,640
Job20,Step 8,Machine13,640,643
Job20,Step 9,Machine0,643,644
Job20,Step 10,Machine7,644,645
Job20,Step 11,Machine14,645,647
Job20,Step 12,Machine4,647,649
Job20,Step 13,Machine6,650,652
Job20,Step 14,Machine2,652,654
Job20,Step 15,Machine10,654,656
