job,step,machine,start,end
Job7,Step 7,Machine0,518,527
Job7,Step 8,Machine8,527,529
Job7,Step 9,Machine12,530,539
Job7,Step 10,Machine10,540,549
Job7,Step 11,Machine14,550,557
Job7,Step 12,Machine7,557,563
Job7,Step 13,Machine11,563,570
Job7,Step 14,Machine9,570,575
Job7,Step 15,Machine13,576,585
Job8,Step 1,Machine4,585,590
Job8,Step 2,Machine5,591,598
Job8,Step 3,Machine6,598,598
Job8,Step 4,Machine2,599,606
Job8,Step 5,Machine0,607,613
Job8,Step 6,Machine3,614,617
Job8,Step 7,Machine1,617,626
Job8,Step 8,Machine10,626,628
Job8,Step 9,Machine9,629,635
Job8,Step 10,Machine7,636,643
Job8,Step 11,Machine13,644,653
Job8,Step 12,Machine8,654,663
Job8,Step 13,Machine14,664,670
Job8,Step 14,Machine12,671,679
Job8,Step 15,Machine11,679,681
Job9,Step 1,Machine6,681,681
Job9,Step 2,Machine1,681,682
Job9,Step 3,Machine0,683,690
Job9,Step 4,Machine3,691,697
Job9,Step 5,Machine4,697,706
Job9,Step 6,Machine5,707,713
Job9,Step 7,Machine2,714,723
Job9,Step 8,Machine14,723,729
Job9,Step 9,Machine7,729,734
Job9,Step 10,Machine8,734,735
Job9,Step 11,Machine13,735,742
Job9,Step 12,Machine10,743,748
Job9,Step 13,Machine9,748,750
Job9,Step 14,Machine12,751,759
Job9,Step 15,Machine11,760,770
Job10,Step 1,Machine6,770,778
Job10,Step 2,Machine2,779,783
Job10,Step 3,Machine4,784,789
Job10,Step 4,Machine1,790,800
Job10,Step 5,Machine0,800,804
Job10,Step 6,Machine5,804,808
Job10,Step 7,Machine3,808,816
Job10,Step 8,Machine10,817,823
Job10,Step 9,Machine8,824,834
Job10,Step 10,Machine11,834,835
Job10,Step 11,Machine7,836,845
Job10,Step 12,Machine12,846,854
Job10,Step 13,Machine14,854,863
Job10,Step 14,Machine9,863,865
Job10,Step 15,Machine13,865,873
Job11,Step 1,Machine0,873,875
Job11,Step 2,Machine2,875,877
Job11,Step 3,Machine3,878,886
Job11,Step 4,Machine6,887,891
Job11,Step 5,Machine5,891,895
Job11,Step 6,Machine4,896,899
Job11,Step 7,Machine1,900,909
Job11,Step 8,Machine8,910,911
Job11,Step 9,Machine11,912,922
Job11,Step 10,Machine13,922,925
Job11,Step 11,Machine14,925,925
Job11,Step 12,Machine10,926,933
Job11,Step 13,Machine7,933,940
Job11,Step 14,Machine9,940,950
Job11,Step 15,Machine12,950,954
Job12,Step 1,Machine6,954,955
Job12,Step 2,Machine0,955,964
Job12,Step 3,Machine4,964,967
Job12,Step 4,Machine1,968,974
Job12,Step 5,Machine3,975,980
Job12,Step 6,Machine5,982,988
Job12,Step 7,Machine2,988,998
Job12,Step 8,Machine9,999,1005
Job12,Step 9,Machine14,1005,1009
Job12,Step 10,Machine8,1010,1019
Job12,Step 11,Machine7,1020,1027
Job12,Step 12,Machine12,1028,1036
Job12,Step 13,Machine10,1037,1046
Job12,Step 14,Machine13,1046,1051
Job12,Step 15,Machine11,1052,1062
Job13,Step 1,Machine3,1062,1070
Job13,Step 2,Machine1,1071,1074
Job13,Step 3,Machine2,1075,1080
Job13,Step 4,Machine0,1080,1080
Job13,Step 5,Machine6,1080,1083
Job13,Step 6,Machine5,1084,1091
Job13,Step 7,Machine4,1091,1091
Job13,Step 8,Machine14,1092,1096
Job13,Step 9,Machine8,1097,1106
Job13,Step 10,Machine10,1106,1106
Job13,Step 11,Machine13,1106,1108
Job13,Step 12,Machine9,1108,1112
Job13,Step 13,Machine12,1112,1113
Job13,Step 14,Machine7,1114,1122
Job13,Step 15,Machine11,1123,1129
Job14,Step 1,Machine0,1129,1132
Job14,Step 2,Machine6,1133,1136
Job14,Step 3,Machine1,1137,1142
Job14,Step 4,Machine3,1142,1143
Job14,Step 5,Machine5,1143,1145
Job14,Step 6,Machine4,1145,1148
Job14,Step 7,Machine2,1149,1155
Job14,Step 8,Machine12,1155,1158
Job14,Step 9,Machine10,1159,1169
Job14,Step 10,Machine13,1170,1177
Job14,Step 11,Machine14,1177,1179
Job14,Step 12,Machine7,1180,1189
Job14,Step 13,Machine9,1189,1190
Job14,Step 14,Machine11,1190,1195
Job14,Step 15,Machine8,1195,1199
Job15,Step 1,Machine6,1199,1204
Job15,Step 2,Machine4,1204,1213
Job15,Step 3,Machine1,1214,1223
Job15,Step 4,Machine2,1224,1230
Job15,Step 5,Machine0,1231,1239
Job15,Step 6,Machine3,1239,1245
Job15,Step 7,Machine5,1245,1246
Job15,Step 8,Machine13,1246,1246
Job15,Step 9,Machine9,1246,1248
Job15,Step 10,Machine7,1249,1254
Job15,Step 11,Machine12,1255,1259
Job15,Step 12,Machine8,1260,1269
Job15,Step 13,Machine14,1270,1273
Job15,Step 14,Machine11,1273,1279
Job15,Step 15,Machine10,1279,1282
Job16,Step 1,Machine5,1282,1288
Job16,Step 2,Machine4,1289,1294
Job16,Step 3,Machine1,1295,1300
Job16,Step 4,Machine6,1300,1304
Job16,Step 5,Machine2,1304,1305
Job16,Step 6,Machine0,1306,1310
Job16,Step 7,Machine3,1310,1314
Job16,Step 8,Machine13,1316,1323
Job16,Step 9,Machine10,1324,1328
Job16,Step 10,Machine12,1328,1332
Job16,Step 11,Machine9,1332,1332
Job16,Step 12,Machine11,1332,1342
Job16,Step 13,Machine7,1343,1350
Job16,Step 14,Machine8,1351,1355
Job16,Step 15,Machine14,1357,1366
Job17,Step 1,Machine4,1366,1369
Job17,Step 2,Machine1,1369,1372
Job17,Step 3,Machine3,1373,1383
Job17,Step 4,Machine6,1384,1385
Job17,Step 5,Machine0,1385,1386
Job17,Step 6,Machine2,1386,1392
Job17,Step 7,Machine5,1392,1393
Job17,Step 8,Machine7,1393,1400
Job17,Step 9,Machine10,1401,1410
Job17,Step 10,Machine8,1410,1413
Job17,Step 11,Machine12,1413,1416
Job17,Step 12,Machine13,1416,1418
Job17,Step 13,Machine11,1419,1425
Job17,Step 14,Machine9,1425,1426
Job17,Step 15,Machine14,1426,1430
Job18,Step 1,Machine2,1430,1433
Job18,Step 2,Machine4,1433,1443
Job18,Step 3,Machine3,1443,1444
Job18,Step 4,Machine0,1444,1454
Job18,Step 5,Machine1,1455,1460
Job18,Step 6,Machine5,1460,1467
Job18,Step 7,Machine6,1468,1477
Job18,Step 8,Machine10,1477,1486
Job18,Step 9,Machine13,1487,1488
Job18,Step 10,Machine12,1488,1490
Job18,Step 11,Machine7,1490,1492
Job18,Step 12,Machine8,1492,1496
Job18,Step 13,Machine11,1496,1497
Job18,Step 14,Machine14,1497,1506
Job18,Step 15,Machine9,1506,1506
Job19,Step 1,Machine0,1506,1507
Job19,Step 2,Machine6,1508,1514
Job19,Step 3,Machine3,1514,1517
Job19,Step 4,Machine5,1518,1526
Job19,Step 5,Machine1,1526,1528
Job19,Step 6,Machine2,1529,1538
Job19,Step 7,Machine4,1538,1541
Job19,Step 8,Machine8,1541,1549
Job19,Step 9,Machine14,1550,1557
Job19,Step 10,Machine11,1557,1559
Job19,Step 11,Machine10,1559,1565
Job19,Step 12,Machine13,1565,1566
Job19,Step 13,Machine12,1566,1573
Job19,Step 14,Machine7,1573,1582
Job19,Step 15,Machine9,1582,1585
Job20,Step 1,Machine3,1585,1591
Job20,Step 2,Machine0,1591,1600
Job20,Step 3,Machine2,1600,1601
Job20,Step 4,Machine1,1601,1606
Job20,Step 5,Machine6,1606,1615
Job20,Step 6,Machine5,1616,1623
Job20,Step 7,Machine4,1623,1623
Job20,Step 8,Machine7,1624,1627
Job20,Step 9,Machine9,1627,1630
Job20,Step 10,Machine12,1630,1632
Job20,Step 11,Machine13,1632,1637
Job20,Step 12,Machine11,1639,1646
Job20,Step 13,Machine8,1647,1655
Job20,Step 14,Machine14,1655,1660
Job20,Step 15,Machine10,1661,1667
