job,step,machine,start,end
Job16,Step 5,Machine4,1390,1391
Job16,Step 6,Machine2,1391,1392
Job16,Step 7,Machine1,1392,1397
Job16,Step 8,Machine8,1398,1406
Job16,Step 9,Machine7,1408,1418
Job16,Step 10,Machine12,1418,1420
Job16,Step 11,Machine10,1422,1431
Job16,Step 12,Machine14,1431,1438
Job16,Step 13,Machine11,1438,1441
Job16,Step 14,Machine13,1441,1443
Job16,Step 15,Machine9,1444,1451
Job17,Step 1,Machine2,1451,1459
Job17,Step 2,Machine6,1459,1460
Job17,Step 3,Machine0,1461,1468
Job17,Step 4,Machine5,1468,1470
Job17,Step 5,Machine1,1470,1471
Job17,Step 6,Machine3,1473,1483
Job17,Step 7,Machine4,1483,1485
Job17,Step 8,Machine8,1485,1490
Job17,Step 9,Machine10,1490,1490
Job17,Step 10,Machine11,1490,1490
Job17,Step 11,Machine14,1491,1500
Job17,Step 12,Machine7,1500,1504
Job17,Step 13,Machine12,1504,1505
Job17,Step 14,Machine9,1507,1517
Job17,Step 15,Machine13,1517,1521
Job18,Step 1,Machine4,1521,1524
Job18,Step 2,Machine2,1524,1526
Job18,Step 3,Machine3,1527,1535
Job18,Step 4,Machine6,1535,1537
Job18,Step 5,Machine5,1537,1537
Job18,Step 6,Machine0,1538,1547
Job18,Step 7,Machine1,1547,1551
Job18,Step 8,Machine13,1551,1557
Job18,Step 9,Machine12,1557,1561
Job18,Step 10,Machine8,1561,1562
Job18,Step 11,Machine14,1563,1571
Job18,Step 12,Machine9,1573,1583
Job18,Step 13,Machine11,1583,1587
Job18,Step 14,Machine10,1587,1587
Job18,Step 15,Machine7,1588,1598
Job19,Step 1,Machine6,1598,1603
Job19,Step 2,Machine4,1603,1610
Job19,Step 3,Machine3,1610,1610
Job19,Step 4,Machine0,1610,1613
Job19,Step 5,Machine2,1614,1624
Job19,Step 6,Machine1,1624,1629
Job19,Step 7,Machine5,1629,1634
Job19,Step 8,Machine14,1634,1640
Job19,Step 9,Machine13,1640,1640
Job19,Step 10,Machine7,1641,1643
Job19,Step 11,Machine8,1644,1650
Job19,Step 12,Machine9,1650,1654
Job19,Step 13,Machine10,1655,1663
Job19,Step 14,Machine11,1663,1672
Job19,Step 15,Machine12,1672,1672
Job20,Step 1,Machine6,1672,1679
Job20,Step 2,Machine2,1679,1684
Job20,Step 3,Machine3,1684,1686
Job20,Step 4,Machine1,1686,1687
Job20,Step 5,Machine5,1687,1689
Job20,Step 6,Machine4,1689,1690
Job20,Step 7,Machine0,1690,1692
Job20,Step 8,Machine13,1693,1699
Job20,Step 9,Machine7,1701,1709
Job20,Step 10,Machine12,1709,1719
Job20,Step 11,Machine11,1720,1728
Job20,Step 12,Machine10,1729,1738
Job20,Step 13,Machine8,1739,1746
Job20,Step 14,Machine9,1746,1749
Job20,Step 15,Machine14,1749,1751
