job,step,machine,start,end
Job7,Step 9,Machine16,287,288
Job7,Step 10,Machine8,288,289
Job7,Step 11,Machine9,289,292
Job7,Step 12,Machine2,292,294
Job7,Step 13,Machine14,294,296
Job7,Step 14,Machine3,296,299
Job7,Step 15,Machine1,299,300
Job7,Step 16,Machine15,300,302
Job7,Step 17,Machine6,302,305
Job7,Step 18,Machine11,305,307
Job7,Step 19,Machine10,307,309
Job7,Step 20,Machine19,309,311
Job8,Step 1,Machine0,311,313
Job8,Step 2,Machine16,313,314
Job8,Step 3,Machine17,314,315
Job8,Step 4,Machine7,315,319
Job8,Step 5,Machine3,319,322
Job8,Step 6,Machine18,322,325
Job8,Step 7,Machine11,325,328
Job8,Step 8,Machine13,328,331
Job8,Step 9,Machine9,332,335
Job8,Step 10,Machine4,335,338
Job8,Step 11,Machine15,338,340
Job8,Step 12,Machine8,340,342
Job8,Step 13,Machine1,342,345
Job8,Step 14,Machine14,345,348
Job8,Step 15,Machine5,348,350
Job8,Step 16,Machine6,350,353
Job8,Step 17,Machine12,353,355
Job8,Step 18,Machine10,355,357
Job8,Step 19,Machine2,357,358
Job8,Step 20,Machine19,358,360
Job9,Step 1,Machine10,360,363
Job9,Step 2,Machine6,363,365
Job9,Step 3,Machine15,366,368
Job9,Step 4,Machine8,368,371
Job9,Step 5,Machine0,372,373
Job9,Step 6,Machine18,373,376
Job9,Step 7,Machine4,376,377
Job9,Step 8,Machine13,378,381
Job9,Step 9,Machine2,382,385
Job9,Step 10,Machine1,385,388
Job9,Step 11,Machine3,388,389
Job9,Step 12,Machine11,389,391
Job9,Step 13,Machine16,391,393
Job9,Step 14,Machine5,393,396
Job9,Step 15,Machine12,397,398
Job9,Step 16,Machine7,398,402
Job9,Step 17,Machine14,402,405
Job9,Step 18,Machine17,405,408
Job9,Step 19,Machine19,408,411
Job9,Step 20,Machine9,412,414
Job10,Step 1,Machine13,414,416
Job10,Step 2,Machine3,416,420
Job10,Step 3,Machine5,420,424
Job10,Step 4,Machine6,424,427
Job10,Step 5,Machine1,427,429
Job10,Step 6,Machine17,429,430
Job10,Step 7,Machine10,430,433
Job10,Step 8,Machine19,433,436
Job10,Step 9,Machine9,436,438
Job10,Step 10,Machine4,438,440
Job10,Step 11,Machine14,440,443
Job10,Step 12,Machine7,443,444
Job10,Step 13,Machine16,444,448
Job10,Step 14,Machine12,448,450
Job10,Step 15,Machine11,450,454
Job10,Step 16,Machine2,454,455
Job10,Step 17,Machine0,456,459
Job10,Step 18,Machine18,459,463
Job10,Step 19,Machine8,463,467
Job10,Step 20,Machine15,467,470
Job11,Step 1,Machine13,470,472
Job11,Step 2,Machine18,472,475
Job11,Step 3,Machine14,476,477
Job11,Step 4,Machine0,477,480
Job11,Step 5,Machine3,480,483
Job11,Step 6,Machine8,483,484
Job11,Step 7,Machine6,484,487
Job11,Step 8,Machine10,487,488
Job11,Step 9,Machine1,488,492
Job11,Step 10,Machine15,492,494
Job11,Step 11,Machine11,494,497
Job11,Step 12,Machine2,497,498
Job11,Step 13,Machine17,498,500
Job11,Step 14,Machine12,500,502
Job11,Step 15,Machine7,503,506
Job11,Step 16,Machine5,506,508
Job11,Step 17,Machine19,508,511
Job11,Step 18,Machine16,511,513
Job11,Step 19,Machine9,513,513
Job11,Step 20,Machine4,514,517
Job12,Step 1,Machine17,517,519
Job12,Step 2,Machine7,520,523
Job12,Step 3,Machine15,524,527
Job12,Step 4,Machine2,527,529
Job12,Step 5,Machine9,529,530
Job12,Step 6,Machine8,531,533
Job12,Step 7,Machine12,533,536
Job12,Step 8,Machine13,536,539
Job12,Step 9,Machine1,539,541
Job12,Step 10,Machine4,542,543
Job12,Step 11,Machine5,544,546
Job12,Step 12,Machine3,546,549
Job12,Step 13,Machine0,549,550
Job12,Step 14,Machine14,550,552
Job12,Step 15,Machine18,552,554
Job12,Step 16,Machine6,554,557
Job12,Step 17,Machine11,557,560
Job12,Step 18,Machine16,560,564
Job12,Step 19,Machine10,564,564
Job12,Step 20,Machine19,565,566
Job13,Step 1,Machine0,566,567
Job13,Step 2,Machine6,567,570
Job13,Step 3,Machine3,570,571
Job13,Step 4,Machine13,571,572
Job13,Step 5,Machine10,572,573
Job13,Step 6,Machine2,573,577
Job13,Step 7,Machine1,577,579
Job13,Step 8,Machine14,579,581
Job13,Step 9,Machine15,581,582
Job13,Step 10,Machine8,583,585
Job13,Step 11,Machine12,585,586
Job13,Step 12,Machine16,587,589
Job13,Step 13,Machine11,589,591
Job13,Step 14,Machine4,591,595
Job13,Step 15,Machine5,595,596
Job13,Step 16,Machine17,596,598
Job13,Step 17,Machine9,598,600
Job13,Step 18,Machine18,600,602
Job13,Step 19,Machine7,602,604
Job13,Step 20,Machine19,604,607
Job14,Step 1,Machine18,607,610
Job14,Step 2,Machine0,611,614
Job14,Step 3,Machine4,614,616
Job14,Step 4,Machine13,616,620
Job14,Step 5,Machine6,620,620
Job14,Step 6,Machine2,621,624
Job14,Step 7,Machine14,624,626
Job14,Step 8,Machine3,626,628
Job14,Step 9,Machine9,628,631
Job14,Step 10,Machine15,631,632
Job14,Step 11,Machine16,632,635
Job14,Step 12,Machine1,635,638
Job14,Step 13,Machine17,638,641
Job14,Step 14,Machine5,642,645
Job14,Step 15,Machine10,645,647
Job14,Step 16,Machine8,647,650
Job14,Step 17,Machine12,651,653
Job14,Step 18,Machine7,653,654
Job14,Step 19,Machine11,654,655
Job14,Step 20,Machine19,655,657
Job15,Step 1,Machine6,657,659
Job15,Step 2,Machine5,660,662
Job15,Step 3,Machine7,662,663
Job15,Step 4,Machine10,663,665
Job15,Step 5,Machine8,665,667
Job15,Step 6,Machine16,668,671
Job15,Step 7,Machine19,671,672
Job15,Step 8,Machine9,672,675
Job15,Step 9,Machine15,676,677
Job15,Step 10,Machine3,677,678
Job15,Step 11,Machine2,678,681
Job15,Step 12,Machine18,681,685
Job15,Step 13,Machine0,685,687
Job15,Step 14,Machine4,688,689
Job15,Step 15,Machine1,689,691
Job15,Step 16,Machine17,691,694
Job15,Step 17,Machine14,694,698
Job15,Step 18,Machine13,698,701
Job15,Step 19,Machine12,701,702
Job15,Step 20,Machine11,703,705
Job16,Step 1,Machine3,705,709
Job16,Step 2,Machine6,709,711
Job16,Step 3,Machine13,711,714
Job16,Step 4,Machine2,714,717
Job16,Step 5,Machine17,717,719
Job16,Step 6,Machine5,719,721
Job16,Step 7,Machine9,721,723
Job16,Step 8,Machine7,724,727
Job16,Step 9,Machine1,727,728
Job16,Step 10,Machine15,729,731
Job16,Step 11,Machine16,731,732
Job16,Step 12,Machine10,733,735
Job16,Step 13,Machine18,736,739
Job16,Step 14,Machine4,739,740
Job16,Step 15,Machine8,740,741
Job16,Step 16,Machine11,741,743
Job16,Step 17,Machine14,743,746
Job16,Step 18,Machine0,747,750
Job16,Step 19,Machine12,750,751
Job16,Step 20,Machine19,751,755
Job17,Step 1,Machine0,755,756
Job17,Step 2,Machine13,756,759
Job17,Step 3,Machine7,759,762
Job17,Step 4,Machine6,762,765
Job17,Step 5,Machine1,766,768
Job17,Step 6,Machine5,769,772
Job17,Step 7,Machine18,773,774
Job17,Step 8,Machine8,775,777
Job17,Step 9,Machine14,777,779
Job17,Step 10,Machine19,779,782
Job17,Step 11,Machine12,782,785
Job17,Step 12,Machine16,785,787
Job17,Step 13,Machine11,788,791
Job17,Step 14,Machine4,791,794
Job17,Step 15,Machine10,794,798
Job17,Step 16,Machine3,798,799
Job17,Step 17,Machine15,799,799
Job17,Step 18,Machine2,800,800
Job17,Step 19,Machine9,801,804
Job17,Step 20,Machine17,804,806
Job18,Step 1,Machine16,806,808
Job18,Step 2,Machine13,809,812
Job18,Step 3,Machine19,812,816
Job18,Step 4,Machine8,816,817
Job18,Step 5,Machine4,818,821
Job18,Step 6,Machine3,821,825
Job18,Step 7,Machine17,825,826
Job18,Step 8,Machine14,826,829
Job18,Step 9,Machine6,829,832
Job18,Step 10,Machine7,833,834
Job18,Step 11,Machine9,835,836
Job18,Step 12,Machine0,836,840
Job18,Step 13,Machine10,840,843
Job18,Step 14,Machine15,844,847
Job18,Step 15,Machine2,847,849
Job18,Step 16,Machine5,850,852
Job18,Step 17,Machine11,852,855
Job18,Step 18,Machine1,855,858
Job18,Step 19,Machine12,858,862
Job18,Step 20,Machine18,862,863
Job19,Step 1,Machine13,863,863
Job19,Step 2,Machine5,864,866
Job19,Step 3,Machine12,866,868
Job19,Step 4,Machine16,868,872
Job19,Step 5,Machine0,872,874
Job19,Step 6,Machine14,875,878
Job19,Step 7,Machine10,878,881
Job19,Step 8,Machine6,881,883
Job19,Step 9,Machine7,884,887
Job19,Step 10,Machine19,888,890
Job19,Step 11,Machine11,891,893
Job19,Step 12,Machine2,893,894
Job19,Step 13,Machine8,895,897
Job19,Step 14,Machine3,897,899
Job19,Step 15,Machine17,899,901
Job19,Step 16,Machine18,901,902
Job19,Step 17,Machine9,902,903
Job19,Step 18,Machine1,904,907
Job19,Step 19,Machine15,907,910
Job19,Step 20,Machine4,910,911
Job20,Step 1,Machine9,911,914
Job20,Step 2,Machine16,915,918
Job20,Step 3,Machine0,918,921
Job20,Step 4,Machine17,921,924
Job20,Step 5,Machine14,924,926
Job20,Step 6,Machine13,926,928
Job20,Step 7,Machine12,928,931
Job20,Step 8,Machine3,931,932
Job20,Step 9,Machine18,933,935
Job20,Step 10,Machine10,935,938
Job20,Step 11,Machine6,938,942
Job20,Step 12,Machine7,942,945
Job20,Step 13,Machine15,945,947
Job20,Step 14,Machine4,947,951
Job20,Step 15,Machine2,951,953
Job20,Step 16,Machine11,953,956
Job20,Step 17,Machine1,956,959
Job20,Step 18,Machine5,959,961
Job20,Step 19,Machine8,961,964
Job20,Step 20,Machine19,965,968
