job,step,machine,start,end
Job5,Step 17,Machine13,225,229
Job5,Step 18,Machine11,229,232
Job5,Step 19,Machine8,232,234
Job5,Step 20,Machine18,234,235
Job6,Step 1,Machine4,235,237
Job6,Step 2,Machine8,237,240
Job6,Step 3,Machine1,240,244
Job6,Step 4,Machine15,244,245
Job6,Step 5,Machine9,245,246
Job6,Step 6,Machine7,246,249
Job6,Step 7,Machine14,249,250
Job6,Step 8,Machine2,250,252
Job6,Step 9,Machine16,252,254
Job6,Step 10,Machine19,254,257
Job6,Step 11,Machine18,257,258
Job6,Step 12,Machine17,258,259
Job6,Step 13,Machine11,259,262
Job6,Step 14,Machine5,263,264
Job6,Step 15,Machine0,264,266
Job6,Step 16,Machine13,267,268
Job6,Step 17,Machine10,268,270
Job6,Step 18,Machine12,270,270
Job6,Step 19,Machine3,270,272
Job6,Step 20,Machine6,272,273
Job7,Step 1,Machine3,273,275
Job7,Step 2,Machine2,275,276
Job7,Step 3,Machine5,276,277
Job7,Step 4,Machine0,277,280
Job7,Step 5,Machine1,280,282
Job7,Step 6,Machine15,282,284
Job7,Step 7,Machine18,284,287
Job7,Step 8,Machine8,287,288
Job7,Step 9,Machine9,288,289
Job7,Step 10,Machine13,290,293
Job7,Step 11,Machine10,293,294
Job7,Step 12,Machine17,294,297
Job7,Step 13,Machine16,298,300
Job7,Step 14,Machine11,300,301
Job7,Step 15,Machine12,301,305
Job7,Step 16,Machine7,305,308
Job7,Step 17,Machine14,308,310
Job7,Step 18,Machine6,311,314
Job7,Step 19,Machine4,315,318
Job7,Step 20,Machine19,318,319
Job8,Step 1,Machine5,319,321
Job8,Step 2,Machine4,321,324
Job8,Step 3,Machine17,324,327
Job8,Step 4,Machine16,327,328
Job8,Step 5,Machine11,329,332
Job8,Step 6,Machine10,332,334
Job8,Step 7,Machine3,334,336
Job8,Step 8,Machine2,336,337
Job8,Step 9,Machine0,337,338
Job8,Step 10,Machine13,339,341
Job8,Step 11,Machine7,341,342
Job8,Step 12,Machine14,342,345
Job8,Step 13,Machine9,345,346
Job8,Step 14,Machine12,346,347
Job8,Step 15,Machine18,347,350
Job8,Step 16,Machine15,350,353
Job8,Step 17,Machine1,353,355
Job8,Step 18,Machine8,355,356
Job8,Step 19,Machine6,356,359
Job8,Step 20,Machine19,359,362
Job9,Step 1,Machine4,362,365
Job9,Step 2,Machine19,365,368
Job9,Step 3,Machine11,368,370
Job9,Step 4,Machine17,370,371
Job9,Step 5,Machine13,371,374
Job9,Step 6,Machine15,374,375
Job9,Step 7,Machine10,375,376
Job9,Step 8,Machine8,376,379
Job9,Step 9,Machine16,379,382
Job9,Step 10,Machine7,383,386
Job9,Step 11,Machine3,386,389
Job9,Step 12,Machine9,389,390
Job9,Step 13,Machine6,390,392
Job9,Step 14,Machine18,393,395
Job9,Step 15,Machine2,395,396
Job9,Step 16,Machine14,396,398
Job9,Step 17,Machine12,399,402
Job9,Step 18,Machine0,402,403
Job9,Step 19,Machine1,404,405
Job9,Step 20,Machine5,406,407
Job10,Step 1,Machine7,407,409
Job10,Step 2,Machine15,410,411
Job10,Step 3,Machine4,411,414
Job10,Step 4,Machine2,414,415
Job10,Step 5,Machine8,415,417
Job10,Step 6,Machine12,417,419
Job10,Step 7,Machine10,419,421
Job10,Step 8,Machine17,421,424
Job10,Step 9,Machine13,424,426
Job10,Step 10,Machine18,426,427
Job10,Step 11,Machine5,427,428
Job10,Step 12,Machine16,428,431
Job10,Step 13,Machine3,432,434
Job10,Step 14,Machine1,435,437
Job10,Step 15,Machine14,438,439
Job10,Step 16,Machine0,439,440
Job10,Step 17,Machine11,440,442
Job10,Step 18,Machine6,443,444
Job10,Step 19,Machine9,444,444
Job10,Step 20,Machine19,445,446
Job11,Step 1,Machine5,446,447
Job11,Step 2,Machine1,447,450
Job11,Step 3,Machine15,450,452
Job11,Step 4,Machine2,452,454
Job11,Step 5,Machine6,454,455
Job11,Step 6,Machine9,455,457
Job11,Step 7,Machine19,457,460
Job11,Step 8,Machine16,460,462
Job11,Step 9,Machine7,462,465
Job11,Step 10,Machine0,465,466
Job11,Step 11,Machine14,466,468
Job11,Step 12,Machine11,468,469
Job11,Step 13,Machine4,470,471
Job11,Step 14,Machine3,472,473
Job11,Step 15,Machine17,473,474
Job11,Step 16,Machine18,474,477
Job11,Step 17,Machine13,477,478
Job11,Step 18,Machine8,478,481
Job11,Step 19,Machine10,481,483
Job11,Step 20,Machine12,483,485
Job12,Step 1,Machine16,485,487
Job12,Step 2,Machine6,487,489
Job12,Step 3,Machine7,490,491
Job12,Step 4,Machine1,491,492
Job12,Step 5,Machine0,492,493
Job12,Step 6,Machine19,493,495
Job12,Step 7,Machine3,495,497
Job12,Step 8,Machine18,497,499
Job12,Step 9,Machine10,499,501
Job12,Step 10,Machine13,501,502
Job12,Step 11,Machine17,502,505
Job12,Step 12,Machine8,505,507
Job12,Step 13,Machine4,507,509
Job12,Step 14,Machine5,509,512
Job12,Step 15,Machine15,513,516
Job12,Step 16,Machine2,516,519
Job12,Step 17,Machine14,519,520
Job12,Step 18,Machine9,520,522
Job12,Step 19,Machine12,522,523
Job12,Step 20,Machine11,523,525
Job13,Step 1,Machine7,525,527
Job13,Step 2,Machine9,527,530
Job13,Step 3,Machine11,530,532
Job13,Step 4,Machine17,533,536
Job13,Step 5,Machine4,536,539
Job13,Step 6,Machine16,539,542
Job13,Step 7,Machine12,542,544
Job13,Step 8,Machine2,544,545
Job13,Step 9,Machine6,546,549
Job13,Step 10,Machine8,550,552
Job13,Step 11,Machine15,552,554
Job13,Step 12,Machine0,554,557
Job13,Step 13,Machine3,557,558
Job13,Step 14,Machine5,558,561
Job13,Step 15,Machine13,561,563
Job13,Step 16,Machine10,563,564
Job13,Step 17,Machine18,565,568
Job13,Step 18,Machine14,568,571
Job13,Step 19,Machine1,571,575
Job13,Step 20,Machine19,575,576
Job14,Step 1,Machine12,576,579
Job14,Step 2,Machine6,579,581
Job14,Step 3,Machine14,581,584
Job14,Step 4,Machine9,584,585
Job14,Step 5,Machine10,585,586
Job14,Step 6,Machine13,586,588
Job14,Step 7,Machine1,588,590
Job14,Step 8,Machine8,590,592
Job14,Step 9,Machine7,592,595
Job14,Step 10,Machine2,595,598
Job14,Step 11,Machine17,598,601
Job14,Step 12,Machine11,601,602
Job14,Step 13,Machine5,602,603
Job14,Step 14,Machine3,603,604
Job14,Step 15,Machine18,604,605
Job14,Step 16,Machine16,605,608
Job14,Step 17,Machine0,608,610
Job14,Step 18,Machine4,610,612
Job14,Step 19,Machine19,612,615
Job14,Step 20,Machine15,615,617
Job15,Step 1,Machine10,617,618
Job15,Step 2,Machine16,619,619
Job15,Step 3,Machine6,620,623
Job15,Step 4,Machine18,623,625
Job15,Step 5,Machine0,625,627
Job15,Step 6,Machine9,627,628
Job15,Step 7,Machine3,628,631
Job15,Step 8,Machine2,631,633
Job15,Step 9,Machine12,633,636
Job15,Step 10,Machine11,636,639
Job15,Step 11,Machine5,639,641
Job15,Step 12,Machine4,641,643
Job15,Step 13,Machine7,643,646
Job15,Step 14,Machine13,647,650
Job15,Step 15,Machine14,650,652
Job15,Step 16,Machine15,652,653
Job15,Step 17,Machine8,653,654
Job15,Step 18,Machine1,654,657
Job15,Step 19,Machine19,657,658
Job15,Step 20,Machine17,658,662
Job16,Step 1,Machine4,662,663
Job16,Step 2,Machine19,663,665
Job16,Step 3,Machine17,665,666
Job16,Step 4,Machine7,666,667
Job16,Step 5,Machine8,668,670
Job16,Step 6,Machine2,670,674
Job16,Step 7,Machine3,674,677
Job16,Step 8,Machine14,678,679
Job16,Step 9,Machine12,679,680
Job16,Step 10,Machine16,680,683
Job16,Step 11,Machine13,683,685
Job16,Step 12,Machine6,685,687
Job16,Step 13,Machine18,687,689
Job16,Step 14,Machine10,689,690
Job16,Step 15,Machine5,690,693
Job16,Step 16,Machine1,693,696
Job16,Step 17,Machine11,696,698
Job16,Step 18,Machine0,698,700
Job16,Step 19,Machine9,701,704
Job16,Step 20,Machine15,704,706
Job17,Step 1,Machine15,706,709
Job17,Step 2,Machine17,709,710
Job17,Step 3,Machine5,711,713
Job17,Step 4,Machine7,713,716
Job17,Step 5,Machine8,716,719
Job17,Step 6,Machine12,720,723
Job17,Step 7,Machine11,724,726
Job17,Step 8,Machine6,726,727
Job17,Step 9,Machine9,727,729
Job17,Step 10,Machine10,729,732
Job17,Step 11,Machine0,732,735
Job17,Step 12,Machine16,735,738
Job17,Step 13,Machine3,738,739
Job17,Step 14,Machine2,739,742
Job17,Step 15,Machine14,742,745
Job17,Step 16,Machine18,745,747
Job17,Step 17,Machine13,748,751
Job17,Step 18,Machine1,751,753
Job17,Step 19,Machine4,753,756
Job17,Step 20,Machine19,756,757
Job18,Step 1,Machine9,757,760
Job18,Step 2,Machine4,760,761
Job18,Step 3,Machine15,761,763
Job18,Step 4,Machine18,764,767
Job18,Step 5,Machine6,767,769
Job18,Step 6,Machine8,769,770
Job18,Step 7,Machine1,770,773
Job18,Step 8,Machine11,773,776
Job18,Step 9,Machine3,776,778
Job18,Step 10,Machine19,778,780
Job18,Step 11,Machine2,780,784
Job18,Step 12,Machine16,784,785
Job18,Step 13,Machine12,785,787
Job18,Step 14,Machine10,787,789
Job18,Step 15,Machine13,789,792
Job18,Step 16,Machine17,792,793
Job18,Step 17,Machine0,793,795
Job18,Step 18,Machine7,795,796
Job18,Step 19,Machine14,796,797
Job18,Step 20,Machine5,797,800
Job19,Step 1,Machine19,800,803
Job19,Step 2,Machine17,803,804
Job19,Step 3,Machine16,804,806
Job19,Step 4,Machine15,806,809
Job19,Step 5,Machine1,809,810
Job19,Step 6,Machine3,810,813
Job19,Step 7,Machine4,813,814
Job19,Step 8,Machine8,814,817
Job19,Step 9,Machine18,818,819
Job19,Step 10,Machine5,819,822
Job19,Step 11,Machine2,822,823
Job19,Step 12,Machine13,823,826
Job19,Step 13,Machine10,826,829
Job19,Step 14,Machine11,829,830
Job19,Step 15,Machine14,830,833
Job19,Step 16,Machine6,833,836
Job19,Step 17,Machine0,836,838
Job19,Step 18,Machine9,838,840
Job19,Step 19,Machine7,841,842
Job19,Step 20,Machine12,842,845
Job20,Step 1,Machine17,845,848
Job20,Step 2,Machine3,848,848
Job20,Step 3,Machine7,849,852
Job20,Step 4,Machine16,852,855
Job20,Step 5,Machine9,855,858
Job20,Step 6,Machine0,858,860
Job20,Step 7,Machine5,860,861
Job20,Step 8,Machine13,861,864
Job20,Step 9,Machine2,864,866
Job20,Step 10,Machine11,866,868
Job20,Step 11,Machine14,868,870
Job20,Step 12,Machine8,870,873
Job20,Step 13,Machine19,874,876
Job20,Step 14,Machine1,876,878
Job20,Step 15,Machine15,879,881
Job20,Step 16,Machine6,881,884
Job20,Step 17,Machine4,884,885
Job20,Step 18,Machine18,885,887
Job20,Step 19,Machine10,888,889
Job20,Step 20,Machine12,889,892
