job,step,machine,start,end
Job10,Step 7,Machine9,704,709
Job10,Step 8,Machine7,710,712
Job10,Step 9,Machine8,712,716
Job10,Step 10,Machine5,717,724
Job11,Step 1,Machine4,724,732
Job11,Step 2,Machine0,732,742
Job11,Step 3,Machine3,742,750
Job11,Step 4,Machine2,750,756
Job11,Step 5,Machine1,756,763
Job11,Step 6,Machine6,764,777
Job11,Step 7,Machine8,778,782
Job11,Step 8,Machine9,782,789
Job11,Step 9,Machine5,789,790
Job11,Step 10,Machine7,791,801
Job12,Step 1,Machine3,801,811
Job12,Step 2,Machine4,811,817
Job12,Step 3,Machine1,818,830
Job12,Step 4,Machine2,832,844
Job12,Step 5,Machine0,845,849
Job12,Step 6,Machine5,849,856
Job12,Step 7,Machine8,857,864
Job12,Step 8,Machine6,865,868
Job12,Step 9,Machine9,868,879
Job12,Step 10,Machine7,880,889
Job13,Step 1,Machine2,889,889
Job13,Step 2,Machine3,889,895
Job13,Step 3,Machine0,896,902
Job13,Step 4,Machine1,902,910
Job13,Step 5,Machine4,910,914
Job13,Step 6,Machine5,914,916
Job13,Step 7,Machine8,916,919
Job13,Step 8,Machine9,920,924
Job13,Step 9,Machine6,925,931
Job13,Step 10,Machine7,931,936
Job14,Step 1,Machine3,936,949
Job14,Step 2,Machine0,949,959
Job14,Step 3,Machine4,960,961
Job14,Step 4,Machine1,961,962
Job14,Step 5,Machine2,964,970
Job14,Step 6,Machine5,971,972
Job14,Step 7,Machine8,972,974
Job14,Step 8,Machine7,975,981
Job14,Step 9,Machine9,981,986
Job14,Step 10,Machine6,986,988
Job15,Step 1,Machine3,988,998
Job15,Step 2,Machine2,999,1013
Job15,Step 3,Machine4,1014,1027
Job15,Step 4,Machine1,1028,1041
Job15,Step 5,Machine0,1041,1044
Job15,Step 6,Machine5,1044,1045
Job15,Step 7,Machine9,1047,1059
Job15,Step 8,Machine7,1059,1066
Job15,Step 9,Machine6,1067,1075
Job15,Step 10,Machine8,1077,1086
Job16,Step 1,Machine4,1086,1092
Job16,Step 2,Machine0,1093,1101
Job16,Step 3,Machine3,1101,1113
Job16,Step 4,Machine1,1114,1120
Job16,Step 5,Machine2,1121,1127
Job16,Step 6,Machine6,1129,1142
Job16,Step 7,Machine9,1143,1148
Job16,Step 8,Machine5,1148,1153
Job16,Step 9,Machine8,1154,1166
Job16,Step 10,Machine7,1167,1174
Job17,Step 1,Machine0,1174,1184
Job17,Step 2,Machine2,1184,1192
Job17,Step 3,Machine3,1193,1197
Job17,Step 4,Machine1,1197,1209
Job17,Step 5,Machine4,1209,1212
Job17,Step 6,Machine8,1212,1213
Job17,Step 7,Machine7,1214,1223
Job17,Step 8,Machine9,1223,1226
Job17,Step 9,Machine6,1227,1234
Job17,Step 10,Machine5,1234,1240
Job18,Step 1,Machine1,1240,1243
Job18,Step 2,Machine3,1244,1250
Job18,Step 3,Machine4,1250,1259
Job18,Step 4,Machine0,1260,1269
Job18,Step 5,Machine2,1269,1269
Job18,Step 6,Machine7,1270,1278
Job18,Step 7,Machine6,1278,1288
Job18,Step 8,Machine9,1288,1296
Job18,Step 9,Machine5,1296,1298
Job18,Step 10,Machine8,1298,1304
Job19,Step 1,Machine4,1304,1313
Job19,Step 2,Machine0,1315,1328
Job19,Step 3,Machine2,1328,1332
Job19,Step 4,Machine1,1332,1333
Job19,Step 5,Machine3,1333,1339
Job19,Step 6,Machine9,1339,1346
Job19,Step 7,Machine7,1347,1359
Job19,Step 8,Machine6,1359,1373
Job19,Step 9,Machine5,1373,1375
Job19,Step 10,Machine8,1375,1382
Job20,Step 1,Machine3,1382,1383
Job20,Step 2,Machine4,1385,1397
Job20,Step 3,Machine2,1398,1402
Job20,Step 4,Machine0,1403,1412
Job20,Step 5,Machine1,1413,1420
Job20,Step 6,Machine5,1422,1431
Job20,Step 7,Machine8,1432,1445
Job20,Step 8,Machine7,1446,1454
Job20,Step 9,Machine9,1455,1461
Job20,Step 10,Machine6,1463,1475
