job,step,machine,start,end
Job11,Step 9,Machine9,861,868
Job11,Step 10,Machine8,868,873
Job11,Step 11,Machine14,874,883
Job11,Step 12,Machine13,883,891
Job11,Step 13,Machine10,891,895
Job11,Step 14,Machine7,895,898
Job11,Step 15,Machine11,898,904
Job12,Step 1,Machine6,904,906
Job12,Step 2,Machine4,906,911
Job12,Step 3,Machine2,911,911
Job12,Step 4,Machine0,912,913
Job12,Step 5,Machine1,913,915
Job12,Step 6,Machine3,916,919
Job12,Step 7,Machine5,919,926
Job12,Step 8,Machine13,927,936
Job12,Step 9,Machine9,936,941
Job12,Step 10,Machine8,941,946
Job12,Step 11,Machine14,946,951
Job12,Step 12,Machine12,952,961
Job12,Step 13,Machine11,961,961
Job12,Step 14,Machine7,963,973
Job12,Step 15,Machine10,974,981
Job13,Step 1,Machine4,981,986
Job13,Step 2,Machine5,987,991
Job13,Step 3,Machine0,991,996
Job13,Step 4,Machine2,996,997
Job13,Step 5,Machine3,997,999
Job13,Step 6,Machine6,1000,1002
Job13,Step 7,Machine1,1003,1008
Job13,Step 8,Machine13,1008,1008
Job13,Step 9,Machine12,1008,1010
Job13,Step 10,Machine14,1010,1015
Job13,Step 11,Machine10,1015,1018
Job13,Step 12,Machine11,1019,1025
Job13,Step 13,Machine8,1026,1033
Job13,Step 14,Machine7,1033,1042
Job13,Step 15,Machine9,1042,1043
Job14,Step 1,Machine6,1043,1052
Job14,Step 2,Machine0,1053,1060
Job14,Step 3,Machine5,1061,1069
Job14,Step 4,Machine1,1070,1079
Job14,Step 5,Machine3,1079,1081
Job14,Step 6,Machine4,1081,1082
Job14,Step 7,Machine2,1083,1090
Job14,Step 8,Machine7,1091,1098
Job14,Step 9,Machine14,1098,1099
Job14,Step 10,Machine13,1099,1104
Job14,Step 11,Machine8,1105,1109
Job14,Step 12,Machine11,1110,1118
Job14,Step 13,Machine10,1118,1120
Job14,Step 14,Machine12,1121,1123
Job14,Step 15,Machine9,1123,1123
Job15,Step 1,Machine4,1123,1127
Job15,Step 2,Machine0,1127,1133
Job15,Step 3,Machine1,1134,1139
Job15,Step 4,Machine5,1140,1147
Job15,Step 5,Machine2,1148,1153
Job15,Step 6,Machine6,1153,1154
Job15,Step 7,Machine3,1154,1159
Job15,Step 8,Machine10,1159,1167
Job15,Step 9,Machine11,1167,1172
Job15,Step 10,Machine8,1172,1177
Job15,Step 11,Machine12,1178,1187
Job15,Step 12,Machine13,1187,1188
Job15,Step 13,Machine14,1188,1193
Job15,Step 14,Machine7,1193,1200
Job15,Step 15,Machine9,1200,1202
Job16,Step 1,Machine6,1202,1205
Job16,Step 2,Machine1,1205,1210
Job16,Step 3,Machine0,1211,1219
Job16,Step 4,Machine3,1219,1221
Job16,Step 5,Machine4,1221,1222
Job16,Step 6,Machine2,1222,1222
Job16,Step 7,Machine5,1223,1228
Job16,Step 8,Machine13,1228,1235
Job16,Step 9,Machine14,1235,1236
Job16,Step 10,Machine12,1236,1238
Job16,Step 11,Machine8,1239,1247
Job16,Step 12,Machine7,1247,1252
Job16,Step 13,Machine11,1252,1257
Job16,Step 14,Machine9,1257,1261
Job16,Step 15,Machine10,1261,1265
Job17,Step 1,Machine1,1265,1267
Job17,Step 2,Machine4,1267,1271
Job17,Step 3,Machine3,1271,1275
Job17,Step 4,Machine2,1276,1283
Job17,Step 5,Machine6,1283,1287
Job17,Step 6,Machine0,1287,1288
Job17,Step 7,Machine5,1288,1289
Job17,Step 8,Machine10,1290,1294
Job17,Step 9,Machine11,1294,1299
Job17,Step 10,Machine12,1299,1300
Job17,Step 11,Machine14,1300,1301
Job17,Step 12,Machine7,1301,1309
Job17,Step 13,Machine13,1310,1320
Job17,Step 14,Machine9,1320,1329
Job17,Step 15,Machine8,1329,1329
Job18,Step 1,Machine5,1329,1331
Job18,Step 2,Machine0,1331,1331
Job18,Step 3,Machine3,1331,1335
Job18,Step 4,Machine1,1337,1344
Job18,Step 5,Machine4,1345,1351
Job18,Step 6,Machine2,1352,1358
Job18,Step 7,Machine6,1359,1363
Job18,Step 8,Machine9,1364,1372
Job18,Step 9,Machine13,1372,1375
Job18,Step 10,Machine7,1376,1381
Job18,Step 11,Machine10,1381,1383
Job18,Step 12,Machine14,1383,1386
Job18,Step 13,Machine12,1387,1395
Job18,Step 14,Machine11,1395,1402
Job18,Step 15,Machine8,1402,1407
Job19,Step 1,Machine6,1407,1414
Job19,Step 2,Machine0,1414,1417
Job19,Step 3,Machine3,1417,1425
Job19,Step 4,Machine4,1425,1428
Job19,Step 5,Machine5,1429,1439
Job19,Step 6,Machine2,1439,1441
Job19,Step 7,Machine1,1442,1447
Job19,Step 8,Machine12,1448,1455
Job19,Step 9,Machine13,1456,1465
Job19,Step 10,Machine10,1466,1474
Job19,Step 11,Machine7,1474,1476
Job19,Step 12,Machine9,1477,1484
Job19,Step 13,Machine11,1485,1492
Job19,Step 14,Machine8,1493,1500
Job19,Step 15,Machine14,1500,1501
Job20,Step 1,Machine5,1501,1511
Job20,Step 2,Machine2,1511,1516
Job20,Step 3,Machine4,1516,1523
Job20,Step 4,Machine3,1524,1528
Job20,Step 5,Machine1,1528,1528
Job20,Step 6,Machine6,1528,1530
Job20,Step 7,Machine0,1530,1534
Job20,Step 8,Machine8,1534,1544
Job20,Step 9,Machine11,1544,1554
Job20,Step 10,Machine12,1554,1557
Job20,Step 11,Machine14,1557,1567
Job20,Step 12,Machine7,1567,1568
Job20,Step 13,Machine9,1568,1577
Job20,Step 14,Machine13,1577,1585
Job20,Step 15,Machine10,1585,1595
