job,step,machine,start,end
Job9,Step 4,Machine3,278,281
Job9,Step 5,Machine9,281,283
Job9,Step 6,Machine0,283,284
Job9,Step 7,Machine2,284,286
Job9,Step 8,Machine4,286,289
Job9,Step 9,Machine12,290,291
Job9,Step 10,Machine10,292,293
Job9,Step 11,Machine11,293,295
Job9,Step 12,Machine7,295,296
Job9,Step 13,Machine14,296,297
Job9,Step 14,Machine13,298,300
Job9,Step 15,Machine1,300,301
Job10,Step 1,Machine1,301,303
Job10,Step 2,Machine7,303,306
Job10,Step 3,Machine14,306,308
Job10,Step 4,Machine9,309,312
Job10,Step 5,Machine5,312,315
Job10,Step 6,Machine6,315,317
Job10,Step 7,Machine8,317,319
Job10,Step 8,Machine3,319,320
Job10,Step 9,Machine10,321,323
Job10,Step 10,Machine0,323,327
Job10,Step 11,Machine4,327,328
Job10,Step 12,Machine12,329,331
Job10,Step 13,Machine11,331,333
Job10,Step 14,Machine13,334,336
Job10,Step 15,Machine2,336,338
Job11,Step 1,Machine11,338,340
Job11,Step 2,Machine0,340,342
Job11,Step 3,Machine13,342,345
Job11,Step 4,Machine6,345,346
Job11,Step 5,Machine5,346,348
Job11,Step 6,Machine3,348,350
Job11,Step 7,Machine14,350,353
Job11,Step 8,Machine10,353,356
Job11,Step 9,Machine7,356,358
Job11,Step 10,Machine8,358,359
Job11,Step 11,Machine2,360,362
Job11,Step 12,Machine1,362,364
Job11,Step 13,Machine12,364,366
Job11,Step 14,Machine4,366,369
Job11,Step 15,Machine9,369,372
Job12,Step 1,Machine6,372,375
Job12,Step 2,Machine3,375,376
Job12,Step 3,Machine12,377,379
Job12,Step 4,Machine5,379,380
Job12,Step 5,Machine4,380,381
Job12,Step 6,Machine1,381,382
Job12,Step 7,Machine0,382,383
Job12,Step 8,Machine13,383,385
Job12,Step 9,Machine8,385,386
Job12,Step 10,Machine2,386,388
Job12,Step 11,Machine10,388,391
Job12,Step 12,Machine11,391,392
Job12,Step 13,Machine14,392,394
Job12,Step 14,Machine9,394,397
Job12,Step 15,Machine7,397,399
Job13,Step 1,Machine14,399,401
Job13,Step 2,Machine13,401,402
Job13,Step 3,Machine1,402,405
Job13,Step 4,Machine8,405,407
Job13,Step 5,Machine2,408,410
Job13,Step 6,Machine3,410,411
Job13,Step 7,Machine9,411,414
Job13,Step 8,Machine4,414,415
Job13,Step 9,Machine0,415,417
Job13,Step 10,Machine6,417,420
Job13,Step 11,Machine12,420,421
Job13,Step 12,Machine5,421,424
Job13,Step 13,Machine10,424,426
Job13,Step 14,Machine7,426,429
Job13,Step 15,Machine11,429,430
Job14,Step 1,Machine8,430,432
Job14,Step 2,Machine10,432,434
Job14,Step 3,Machine11,434,436
Job14,Step 4,Machine9,436,439
Job14,Step 5,Machine5,440,442
Job14,Step 6,Machine12,443,446
Job14,Step 7,Machine7,446,449
Job14,Step 8,Machine4,449,452
Job14,Step 9,Machine2,452,454
Job14,Step 10,Machine13,455,456
Job14,Step 11,Machine14,456,459
Job14,Step 12,Machine3,459,462
Job14,Step 13,Machine6,462,464
Job14,Step 14,Machine1,464,467
Job14,Step 15,Machine0,467,468
Job15,Step 1,Machine8,468,471
Job15,Step 2,Machine0,471,472
Job15,Step 3,Machine9,473,474
Job15,Step 4,Machine1,474,475
Job15,Step 5,Machine10,476,477
Job15,Step 6,Machine7,477,479
Job15,Step 7,Machine13,479,480
Job15,Step 8,Machine3,480,483
Job15,Step 9,Machine5,484,486
Job15,Step 10,Machine11,486,488
Job15,Step 11,Machine2,488,491
Job15,Step 12,Machine14,491,493
Job15,Step 13,Machine6,493,494
Job15,Step 14,Machine12,495,498
Job15,Step 15,Machine4,498,500
Job16,Step 1,Machine8,500,504
Job16,Step 2,Machine12,504,505
Job16,Step 3,Machine3,505,506
Job16,Step 4,Machine13,506,508
Job16,Step 5,Machine4,508,509
Job16,Step 6,Machine1,509,512
Job16,Step 7,Machine6,512,515
Job16,Step 8,Machine0,515,517
Job16,Step 9,Machine10,517,520
Job16,Step 10,Machine7,520,522
Job16,Step 11,Machine9,522,524
Job16,Step 12,Machine2,524,527
Job16,Step 13,Machine5,527,529
Job16,Step 14,Machine11,530,532
Job16,Step 15,Machine14,532,536
Job17,Step 1,Machine14,536,537
Job17,Step 2,Machine3,537,538
Job17,Step 3,Machine0,539,541
Job17,Step 4,Machine10,541,543
Job17,Step 5,Machine5,543,545
Job17,Step 6,Machine7,545,548
Job17,Step 7,Machine8,548,549
Job17,Step 8,Machine6,550,552
Job17,Step 9,Machine12,552,555
Job17,Step 10,Machine9,555,558
Job17,Step 11,Machine4,558,561
Job17,Step 12,Machine2,561,564
Job17,Step 13,Machine11,564,567
Job17,Step 14,Machine1,567,569
Job17,Step 15,Machine13,570,573
Job18,Step 1,Machine11,573,574
Job18,Step 2,Machine3,574,577
Job18,Step 3,Machine14,577,579
Job18,Step 4,Machine6,579,580
Job18,Step 5,Machine8,580,581
Job18,Step 6,Machine12,581,582
Job18,Step 7,Machine13,582,585
Job18,Step 8,Machine5,585,586
Job18,Step 9,Machine1,586,587
Job18,Step 10,Machine10,587,589
Job18,Step 11,Machine7,589,591
Job18,Step 12,Machine4,591,592
Job18,Step 13,Machine9,592,594
Job18,Step 14,Machine2,594,596
Job18,Step 15,Machine0,596,599
Job19,Step 1,Machine11,599,600
Job19,Step 2,Machine2,600,601
Job19,Step 3,Machine12,601,603
Job19,Step 4,Machine9,603,606
Job19,Step 5,Machine14,606,608
Job19,Step 6,Machine7,608,611
Job19,Step 7,Machine4,611,612
Job19,Step 8,Machine3,613,616
Job19,Step 9,Machine5,616,618
Job19,Step 10,Machine6,619,621
Job19,Step 11,Machine10,621,624
Job19,Step 12,Machine1,625,628
Job19,Step 13,Machine0,628,630
Job19,Step 14,Machine13,630,631
Job19,Step 15,Machine8,632,634
Job20,Step 1,Machine2,634,635
Job20,Step 2,Machine12,635,637
Job20,Step 3,Machine5,637,639
Job20,Step 4,Machine8,639,641
Job20,Step 5,Machine6,641,644
Job20,Step 6,Machine9,644,646
Job20,Step 7,Machine14,646,648
Job20,Step 8,Machine11,648,652
Job20,Step 9,Machine3,652,654
Job20,Step 10,Machine13,654,657
Job20,Step 11,Machine7,657,659
Job20,Step 12,Machine1,659,661
Job20,Step 13,Machine4,661,662
Job20,Step 14,Machine0,662,663
Job20,Step 15,Machine10,664,667
